,Call ID,Speaker,Conversation
380,221567410531109561567469688,0, no I I can do the transfer the funds from us to another card Peter
381,221567410531109561567469688,2, okay yeah that would be good if you cook it well I could get rid of the old card
382,221567410531109561567469688,0, no no I can't I'm I cannot do that but you cannot no I'm sorry okay
383,221567410531109561567469688,2, all right now can I just I need to talk to try to retrieve all the wait for the money order %HESITATION before I just go to A. T. and just pull the money and then %HESITATION Paul
384,221567410531109561567469688,0, ability %HESITATION I recommend that you do that but you keep in mind you have only two hundred and fifty dollars a week
385,221567410531109561567469688,2, yep okay yeah that's yeah okay that's cool please go to the end of the month anyway %HESITATION yeah for to transfer money from my bank account to the Scott is that set the details to sign up they the old card you got
386,221567410531109561567469688,0, are you want to do the way you want to do a transfer from where to where
387,221567410531109561567469688,2, although it's just %HESITATION the cod I use what they see so I waited it don't get down like this transit funds from my bank account on file the create account yeah you can do the transit the transit details are still the same that that change for the two Catholic you cancel the so the sign thank you that's a pretty good at
388,221567410531109561567469688,0, two cars with the same with the same number on it
389,221567410531109561567469688,2, no it I don't have the same number that up I just have to change the yeah change the cat the %HESITATION well I cannot
390,221567410531109561567469688,0, I see okay I mean I really do I mean you don't have to you for for the card itself you'll need to %HESITATION one second yeah sure yeah Noam it's individually so do a pay anyone money transfer you used to be S. B. number an account number on the back to transfer that back the back
391,221567410531109561567469688,2, of the back of the card %HESITATION yeah okay that's cool no worries I think this to a good day bye okay and he said I can are you take two hundred fifty dollars as a toll on it correct
392,221567410531109561567469688,0, and every week
393,221567410531109561567469688,2, every week yeah okay that's fine no problem
394,221567410531109561567469688,0, thank you eight sets every Monday no problem
395,221567410531109561567469688,2, yep I can I have a go up
396,221567410531109561567469688,0, thanks for calling us really opposed to go
397,221567410531109561567469688,2, okay bye
398,221567410531109561567469688,0, bye
399,221567410531243801568308632,0,thank you for calling account member services my name is Michael may have your card number please
400,221567410531243801568308632,1, %HESITATION short for three seven seven one four zero zero
401,221567410531243801568308632,0, hello
402,221567410531243801568308632,1, zero I'm sorry
403,221567410531243801568308632,0, sorry sorry to cut you off %HESITATION so would you like to provide to would you like to tell me that to the number that you're providing me %HESITATION what part is this the card name
404,221567410531243801568308632,1, %HESITATION it connect a connect HM partnering to improve cardiac Kerr
405,221567410531243801568308632,0, %HESITATION no I'm so you're mistaken you call this number we provide soon
406,221567410531243801568308632,1, all these %HESITATION and they said you're the S. or this card
407,221567410531243801568308632,0, so we provide services from my account to my account code
408,221567410531243801568308632,1, maybe
409,221567410531243801568308632,0, I don't know but the my account number starts from four zero four two two nine do you have the card in your possession
410,221567410531243801568308632,1, I do
411,221567410531243801568308632,0, okay so the sixteen digit %HESITATION start from four zero four three
412,221567410531243801568308632,1, four three seven seven
413,221567410531243801568308632,0, I'm sorry as explained %HESITATION the card number starts with this the services that we provided to four zero four two two nine %HESITATION this is a college band that we provide services
414,221567410531243801568308632,1, because I just called and they said this year the issue or and
415,221567410531243801568308632,0, %HESITATION okay no I think it's just a visa is it you know service provider we have a different card content with William you know lots of cards so we're not sure that which %HESITATION
416,221567410531243801568308632,1, you need to call a correct number but I do
417,221567410531243801568308632,0, sorry
418,221567410531243801568308632,1, what can I do
419,221567410531243801568308632,0, well I'm sorry for that you have to you know %HESITATION contact %HESITATION who give you this number
420,221567410531243801568308632,1, this phone number
421,221567410531243801568308632,0, and then call your yes
422,221567410531243801568308632,1, visa
423,221567410531243801568308632,0, Lisa okay no the
424,221567410531243801568308632,1, V. I. essay the credit card company
425,221567410531243801568308632,0, yep that's I'm saying that yes we also provide services for visa with visa have different cards different contract
426,221567410531243801568308632,1, but they actually connected me they gave me even they mistakenly
427,221567410531243801568308632,0, connected you with us
428,221567410531243801568308632,1, may I speak please
429,221567410531243801568308632,0, sure
430,221567410531243801568308632,1, is it eight eight eight three one two three one nine two
431,221567410531243801568308632,0, so the number is correct but we don't provide the services for this we provide services for my account card mmhm
432,221567410531243801568308632,1, so vis a vis the is mistaken as what you're saying
433,221567410531243801568308632,0, yes
434,221567410531243801568308632,1, okay so you have no idea what I can do
435,221567410531243801568308632,0, no I'm sorry
436,221567410531243801568308632,1, okay thank you
437,221567410531243801568308632,0, thank you bye
438,251567410904303061568394831,0,recalling a conversation this is Chris thank you for calling bye count this is Chris how may I help you today
439,251567410904303061568394831,1, yes my name is Virginia and she wants to know what the balance is not on this card it the number is four zero four two two nine one oh oh oh three seven thirty five twenty nine I'm not
440,251567410904303061568394831,0, %HESITATION %HESITATION me to %HESITATION check information Hey %HESITATION okay %HESITATION how missus you today do you have a card
441,251567410904303061568394831,1, yes I have the my account card right here in my hand
442,251567410904303061568394831,0, can I get the car number three you
443,251567410904303061568394831,1, okay four zero four two two nine one oh oh oh thirty seven thirty five twenty nine
444,251567410904303061568394831,0, thank you for that and may I have the name please your first last name
445,251567410904303061568394831,1, %HESITATION okay her name is Virginia good
446,251567410904303061568394831,0, is it your card
447,251567410904303061568394831,1, yes
448,251567410904303061568394831,0, may I have the last four of your social and date of birth please identified the last four of his eleven twenty two
449,251567410904303061568394831,1, nineteen eighty one
450,251567410904303061568394831,0, and the last four of your social
451,251567410904303061568394831,1, four thirty five three seven four seven three seven eight one
452,251567410904303061568394831,0, thank you just a moment please and may I have your address
453,251567410904303061568394831,1, one eight eight eight three highway forty two Livingston Louisiana and the zip code seven oh seven five four
454,251567410904303061568394831,0, thank you and %HESITATION how may I help you for this card
455,251567410904303061568394831,1, yes Sir %HESITATION I'm just checking and she do I have any money on it
456,251567410904303061568394831,0, could not
457,251567410904303061568394831,1, activate it
458,251567410904303061568394831,0, you see once again
459,251567410904303061568394831,1, they F. is activated
460,251567410904303061568394831,0, the same card you have given me
461,251567410904303061568394831,1, yes
462,251567410904303061568394831,0, my apologies this is a close encounter you might have received another card and and please of this do you have any other card beside that
463,251567410904303061568394831,1, no Sir
464,251567410904303061568394831,0, I can give me a few moments please miss and I need to check more information %HESITATION I can see this the card ID have given ending went %HESITATION card number three five two nine that is no more active it's a closed account and I can see a replacement card sent to your address %HESITATION
465,251567410904303061568394831,1, okay it
466,251567410904303061568394831,0, is with a different card I want to check that information so we don't have any other card in your possession besides any my account cart
467,251567410904303061568394831,1, okay you said this car is not active
468,251567410904303061568394831,0, the card is not active to a closed account and a patient was and %HESITATION after that so have you received that one
469,251567410904303061568394831,1, okay thank you
470,251567410904303061568394831,0, I received a new card
471,251567410904303061568394831,1, going on a call no man thank you Sir you have a good day
472,251567410904303061568394831,0, you would like to know any for the information for the other card no Sir as he tries
473,251567410904303061568394831,1, that's it
474,251567410904303061568394831,0, most welcome that's it for today recalling thank you
475,251567410904303061568394831,1, you too
476,251567410904303061568394831,0, thank you
477,251567410904346321568652950,0,hello this is Chris may have your phone registered with T. mobile calling please
478,251567410904346321568652950,3, my phone number is six one seven nine five seven four three one six
479,251567410904346321568652950,0, six one seven nine five seven four three one six correct
480,251567410904346321568652950,3, mmhm
481,251567410904346321568652950,0, my apologies I'm unable to pull up information with that number do you have any other number besides that
482,251567410904346321568652950,3, %HESITATION %HESITATION be five oh eight eight seven eight one three eight nine
483,251567410904346321568652950,0, yes thank you for staying online and %HESITATION may I have your name please your first last name
484,251567410904346321568652950,3, William Cunningham
485,251567410904346321568652950,0, thank you Mister Cunningham may have the last four digits of your social and your date of birth please verified
486,251567410904346321568652950,3, eight three six two and %HESITATION birthday is October fourth nineteen thirty eight
487,251567410904346321568652950,0, sorry one second can you say your full name
488,251567410904346321568652950,3, William Cunningham
489,251567410904346321568652950,0, Mister Cunningham I have %HESITATION different information for the card account as I poured the chills three a phone the phone number you have given me it's five oh eight eight seven eight one three eight nine is that your number
490,251567410904346321568652950,3, yes so my son's number he he opened this account for me
491,251567410904346321568652950,0, what is your name of your son
492,251567410904346321568652950,3, Derek Cunningham okay
493,251567410904346321568652950,0, no this card is in his name you just need to ask him to %HESITATION call this number okay
494,251567410904346321568652950,3, okay
495,251567410904346321568652950,0, anything else from my end
496,251567410904346321568652950,3, %HESITATION so all I can do it this time %HESITATION Graham is you thank you
497,251567410904346321568652950,0, thank you have a great day thank you for calling in
498,261562476143660521565231158,0,thanks for calling C. have you seen this is Amanda how can I help you
499,261562476143660521565231158,1, hi Amanda at Santa Maria cough calling I received my card today and I'm supposed to phone and to activate
500,261562476143660521565231158,0, no problem can I have your car number
501,261562476143660521565231158,1, K. five five one one
502,261562476143660521565231158,0, mmhm
503,261562476143660521565231158,1, two three oh six zero zero zero two one five two eight and then I have some questions
504,261562476143660521565231158,0, can't %HESITATION the merry can I have your date of birth
505,261562476143660521565231158,1, October twenty five forty six
506,261562476143660521565231158,0, %HESITATION perfect and your address
507,261562476143660521565231158,1, fourteen develop street today Matt
508,261562476143660521565231158,0, can the postal code
509,261562476143660521565231158,1, B. eight C. two K. five
510,261562476143660521565231158,0, %HESITATION and your mobile number
511,261562476143660521565231158,1, %HESITATION two five zero six three nine five five eight eight
512,261562476143660521565231158,0, perfect so what I'm gonna do and I'm going to activate your current okay won't be too long
513,261562476143660521565231158,1, you can activate it and then you're giving me a pin and I have to go change it or what
514,261562476143660521565231158,0, no you have to call back this number and click on option number two for the pen so I'll
515,261562476143660521565231158,1, call back okay
516,261562476143660521565231158,0, yeah on one second do you have any other questions
517,261562476143660521565231158,1, yeah my question is can you apply your own pain or only the one that's the side to you
518,261562476143660521565231158,0, not only the one that's assigned to
519,261562476143660521565231158,1, %HESITATION so I cannot put my own pin on there
520,261562476143660521565231158,0, no
521,261562476143660521565231158,1, %HESITATION that's kind of difficult okay so something I got to remember and I had all right my next my and you know with this day and age with all the pins up there and all the passwords it's kind of a pain okay may I have one more question %HESITATION when I'm going to Europe which is on the euro so when I load up this the Sekar I do I load it with Canadian money or with euros
522,261562476143660521565231158,0, %HESITATION when U. S. and then kind of converted to the Canadian
523,261562476143660521565231158,1, no I no no no no no no no I don't not U. S. I. you're not listening I'm going to Europe
524,261562476143660521565231158,0, %HESITATION okay
525,261562476143660521565231158,1, %HESITATION okay I'm going to Europe Europe it's all based on your house so can I put in Canadian fines and it'll spit it out in euros on the other end or do I have to load the card here with euros
526,261562476143660521565231158,0, %HESITATION you could put Canadian and then it's going to convert to your
527,261562476143660521565231158,1, it'll convert okay because otherwise I have to put more affect okay mark Canadians because you're both hired that's why I'm asking the question
528,261562476143660521565231158,0, okay ma'am
529,261562476143660521565231158,1, okay suck I fax I load it with Canadian all right that's good and now you're going to get me you're going to you activated it
530,261562476143660521565231158,0, yeah so the pinion just call back the number and click on option number two
531,261562476143660521565231158,1, okay great thank you
532,261562476143660521565231158,0, and your question
533,261562476143660521565231158,1, nope that's it thank you very much
534,261562476143660521565231158,0, thanks so much for calling us try both have a great day
535,261562476143660521565231158,1, you too bye bye
536,261565337893200451565965475,0,thank you for calling records place this is David %HESITATION how can I help you
537,261565337893200451565965475,1, yeah I got a call from G. B. G. about the prepaid card %HESITATION I filed for lunch and it was declined for some reason they called me back and said to call this number
538,261565337893200451565965475,0, which card you got
539,261565337893200451565965475,1, it's just just a prepaid card place
540,261565337893200451565965475,0, no and this is a for the pre pay cover which card you are looking for
541,261565337893200451565965475,1, I don't know I they call G. B. J. called me and said I they call this number and see about getting a prepaid card
542,261565337893200451565965475,0, could you provide me your social security number so I can pull up the records
543,261565337893200451565965475,1, five four nine nine eight nine four five one
544,261565337893200451565965475,0, five four nine nine eight nine
545,261565337893200451565965475,1, four five one Hey
546,261565337893200451565965475,0, just give me one moment and may have your first and last name
547,261565337893200451565965475,1, Joseph D. rose %HESITATION
548,261565337893200451565965475,0, how do you spell out your last name
549,261565337893200451565965475,1, D. E. R. O. S. A.
550,261565337893200451565965475,0, so the line I'm checking the details %HESITATION yeah moment and what is your date of birth Mr DeRosa
551,261565337893200451565965475,1, ten four fifty four
552,261565337893200451565965475,0, well I cannot see any kind of fun account under your name with us %HESITATION what I'll do is %HESITATION suggestions on how you can apply for the T. V. G. account so you can transfer funds to that account and then from where do you count the prepay country a gaming account so just give me one moment Merrillville line to K. in order to sign up for the T. V. G. you will log on %HESITATION to the T. V. G. dot com account and you will select the deposit or withdrawal option from there %HESITATION when you'll select T. V. G. prepaid option and then you will click the enroll or register button there and when you click on register or enroll %HESITATION you will complete the enrollment %HESITATION form by entering the social security and your date of birth in the field and you will agree with the terms and click enroll and then upon approval you will select the find my account link that to add funds to a prepaid using your credit or debit card through this way you will be able to transfer funds to you your prepaid account and then for the prepaid account to a game in college on this is how it works
553,261565337893200451565965475,1, so I got to go to the G. B. G. you go to the prepaid account
554,261565337893200451565965475,0, exactly D. V. D. dot com then you select the deposit or withdrawal option there then you will send the T. V.'s you prepaid option yes click and all of this and then you will be able to sign up for this
555,261565337893200451565965475,1, okay okay thank you
556,261565337893200451565965475,0, you're welcome thank you for calling is a nice day
557,261565337893340871566792178,0,thank you for calling card member services my name is Angelina how can I have your card number please
558,261565337893340871566792178,3, %HESITATION four zero R. double I. eight five six or eight zero eight one five six all right double one four
559,261565337893340871566792178,0, all right thank you so much for the card number please stay on the line I'm going to pull up your account details
560,261565337893340871566792178,3, yep
561,261565337893340871566792178,0, thank you so much for patiently waiting can I have your name and your phone number
562,261565337893340871566792178,3, %HESITATION Jamie they N. French %HESITATION or a four double nine double nine double to %HESITATION non full
563,261565337893340871566792178,0, I'm sorry %HESITATION the card number you provided me is four zero eight eight five six zero eight zero one five six and what's the last four digits
564,261565337893340871566792178,3, %HESITATION it's double one four it's not yet activated that's why I was ringing
565,261565337893340871566792178,0, okay I'm sorry actually I did not get the last four digits of the card number correct please stay on the line
566,261565337893340871566792178,3, all right
567,261565337893340871566792178,0, %HESITATION can I have the expiration date and %HESITATION the phone number again miss French
568,261565337893340871566792178,3, %HESITATION as far as that is the I. it's %HESITATION twenty %HESITATION and well my phone number or if for doubling on double curry R. four double nine double nine double turn on full
569,261565337893340871566792178,0, thank you so much was French are you calling for the activation of the car
570,261565337893340871566792178,3, yes please
571,261565337893340871566792178,0, all right I'll be more than glad to assist you with that I'm going to activate your card please stay on the line can I put you on hold please
572,261565337893340871566792178,3, yep
573,261565337893340871566792178,0, thank you so much
574,261565337893340871566792178,3, %HESITATION but I'm sorry Justin horn so I'm gonna push one for the fall %HESITATION yes mmhm closed hello welcome
575,261565337893340871566792178,0, thank you so much for patiently waiting miss French I apologize for the delay I'm glad to inform you lot is active no please provide me your forty six and I will set up your pin code
576,261565337893340871566792178,3, %HESITATION %HESITATION or a seven one three
577,261565337893340871566792178,0, seven one two
578,261565337893340871566792178,3, yep or seven twelve
579,261565337893340871566792178,0, okay thank you please bear with me all right your pin number is only as %HESITATION seven one two is there anything else I can help you
580,261565337893340871566792178,3, no that's right thank you
581,261565337893340871566792178,0, all right you're welcome thank you so much for calling have a great day goodbye
582,261565337893340871566792178,3, %HESITATION %HESITATION
583,261565337893368871566906878,0,thank you for calling my car place this is Jennifer how may I help you
584,261565337893368871566906878,1, our record in the mail
585,261565337893368871566906878,0, sure I'll be more than happy to assist you can I have your sixteen digit card number
586,261565337893368871566906878,1, I did it on the computer as well I I just don't know if it were
587,261565337893368871566906878,0, so you you don't have a card number
588,261565337893368871566906878,1, no I got it right here you're ready
589,261565337893368871566906878,0, yes please
590,261565337893368871566906878,1, six zero one one three nine three four
591,261565337893368871566906878,0, mmhm
592,261565337893368871566906878,1, four two six four five seven two zero
593,261565337893368871566906878,0, thank you and can I have your name
594,261565337893368871566906878,1, Frank Corio C. O. L. O. R. I. L.
595,261565337893368871566906878,0, thank you %HESITATION can I half year one moment please what's your first name again
596,261565337893368871566906878,1, Frank F. R. A. N.
597,261565337893368871566906878,0, thank you Mister Frank if you don't mind can repeat that card number one more time
598,261565337893368871566906878,1, yes six zero one one
599,261565337893368871566906878,0, mmhm
600,261565337893368871566906878,1, three nine three four
601,261565337893368871566906878,0, mmhm
602,261565337893368871566906878,1, four two six four five seven two zero
603,261565337893368871566906878,0, thank you one moment please thank you %HESITATION Korea can I have the last four of your social on your birthday
604,261565337893368871566906878,1, seven two nine eight and my birthday is %HESITATION July twenty fourth nineteen ninety correct
605,261565337893368871566906878,0, thank you can I have your address
606,261565337893368871566906878,1, four fifty two %HESITATION we hard drive brick New Jersey zero eight seven two
607,261565337893368871566906878,0, thank you so this is the new card is not activated yet and do you want me you want me to call right
608,261565337893368871566906878,1, yeah
609,261565337893368871566906878,0, okay I'm sure I'm just going to activate this card for you and %HESITATION what pain do you want me to set up any four digit number
610,261565337893368871566906878,1, %HESITATION one five one nine
611,261565337893368871566906878,0, one five nine sure the card is activated system only and %HESITATION one five one nine as your pin and you can use this card any very discover is accepted okay
612,261565337893368871566906878,1, okay %HESITATION thank you
613,261565337893368871566906878,0, you're welcome anything else I can help you
614,261565337893368871566906878,1, %HESITATION there should be money %HESITATION
615,261565337893368871566906878,0, yes
616,261565337893368871566906878,1, %HESITATION this for this %HESITATION
617,261565337893368871566906878,0, you have a hundred dollars available on the card now okay all right
618,261565337893368871566906878,1, all right
619,261565337893368871566906878,0, yep
620,261565337893368871566906878,1, all right thank you
621,261565337893368871566906878,0, you're welcome and thank you very much for calling you have a great day goodbye
622,261565337893382271566950015,2,hi there this is Kate and how may I assist you today
623,261565337893382271566950015,1, hi I'm just calling to verify my card on %HESITATION apple pay
624,261565337893382271566950015,2, %HESITATION they definitely helping you out but that there with me on the line and I'll assist you accordingly okay
625,261565337893382271566950015,1,
626,261565337893382271566950015,2, may I have your full name please
627,261565337893382271566950015,1, well name is %HESITATION Louise tomorrow tomorrow
628,261565337893382271566950015,2, thank you Louise may I have the last four of his social space
629,261565337893382271566950015,1, last four is three two three five
630,261565337893382271566950015,2, never give your full social number always give the last source please
631,261565337893382271566950015,1, mmhm
632,261565337893382271566950015,2, thank you so much play with me on the line I'm going to pull up your card details and %HESITATION %HESITATION then I'll assist you accordingly hobby are going to proceed with the verification process okay thank you so much just to let you know it's highly secure %HESITATION to make insecure to give out your what's your security number just like that always give your last what is it okay just to keep you and your thank you so much
633,261565337893382271566950015,1, mmhm
634,261565337893382271566950015,2, okay %HESITATION do you remember the last two transaction you made over your account %HESITATION you need to go to your up to look into that because I need the exact date merchant name %HESITATION the dollar amount please
635,261565337893382271566950015,1, okay
636,261565337893382271566950015,2, so I'm going to pull up the details on my
637,261565337893382271566950015,1, side
638,261565337893382271566950015,2, and you are going to pull up details at your site and then we'll match the other day
639,261565337893382271566950015,1, okay mmhm %HESITATION last is transaction is the iPhone payment sixty thirty three
640,261565337893382271566950015,2, and the date is
641,261565337893382271566950015,1, and %HESITATION %HESITATION August twenty fifth
642,261565337893382271566950015,2, okay and the other one is
643,261565337893382271566950015,1, is %HESITATION Meanies cafe %HESITATION hundred and seven seventy five August twenty fifth
644,261565337893382271566950015,2, thank you so much bear with me on the line please and I'll let you know how to proceed further with that now Louis what I'm going to do now is I'm going to send an email to my back office okay and I'm going to request them that your account has been verified and kindly add it to the apple pie once your account to the apple pay she will you are expecting an email within twenty four to forty eight business hours okay %HESITATION you know so that's you know sometimes emails do end up in spam and junk folder as well so please keep an eye out there as well so once you will be able to use your card or apple pay okay Hey
645,261565337893382271566950015,1, okay
646,261565337893382271566950015,2, just one second this request and %HESITATION going to confirm that to you and then you're all set to go
647,261565337893382271566950015,1, okay
648,261565337893382271566950015,2, thank you so much better with me on the map
649,261565337893382271566950015,1, mmhm
650,261565337893382271566950015,2, all right away sure question has been sent apart from this is there anything else I can help you with
651,261565337893382271566950015,1, %HESITATION no that'll be it
652,261565337893382271566950015,2, thank you so much for calling bye bye have a nice day dear bye bye
653,261565337893382271566950015,1, thank you bye
654,261565337893435441567171391,0,thank you for calling ready called my name is Mike how may I help you
655,261565337893435441567171391,2, hi how are you today
656,261565337893435441567171391,0, hi miss what about you
657,261565337893435441567171391,2, I'm fine thank you I just have a few questions about you're ready card %HESITATION I have quite a few %HESITATION hundred dollars in my card and %HESITATION I wanted to know is still weak that it came %HESITATION we treat %HESITATION the amount that's on my card like if I go to like %HESITATION a blank or current sheep zero or something like that or there's no way of reaching the bottom off on my on my card
658,261565337893435441567171391,0, sure I'm more than happy to assist you would you like to give us your card number please
659,261565337893435441567171391,2, %HESITATION yes %HESITATION five three three two one one zero one eight eight three two eight eight five zero that's one of the cart
660,261565337893435441567171391,0, three eight five zero
661,261565337893435441567171391,2, yes
662,261565337893435441567171391,0, okay thank you stay online so the card number that you provided me it's %HESITATION five three three two
663,261565337893435441567171391,2, nine one nine three two nine oh five three three two one one zero one zero zero three two eight eight five zero
664,261565337893435441567171391,0, zero zero three two three eight five zero
665,261565337893435441567171391,2, no five three three two one one zero one zero zero three two eight eight five zero
666,261565337893435441567171391,0, eight two two I'm sorry can you verify the expiration date on this card
667,261565337893435441567171391,2, eleven twenty one
668,261565337893435441567171391,0, thank you the bonus on this quote is only a dollar for dollar six
669,261565337893435441567171391,2, no but that's not the one I'm asking you if I can receive the money from I have plenty of cars that have balances of like hundred dollars nine hundred dollars I'm asking you if I could reach you your mom that's on my card cash
670,261565337893435441567171391,0, no this if you're talking bout the ready called the ready good can only be used for purchase transaction new cash access you cannot %HESITATION mid draw the money you cannot transfer the phones
671,261565337893435441567171391,2, so I have to purchase things with it
672,261565337893435441567171391,0, that's correct reason for that that god does not have that option that service
673,261565337893435441567171391,2, so I can't transferred over to cash or to %HESITATION D. transferred
674,261565337893435441567171391,0, no you cannot
675,261565337893435441567171391,2, well okay thank you
676,261565337893435441567171391,0, you're welcome thank you for calling
677,261567410717110291567472191,0,give her calling for starting %HESITATION support my name is Fernando may I please have your card I. D. number
678,261567410717110291567472191,1, just give it to you live for June two four three six three seven nine seven zero one nine four zero seven one seven thank you don't have the access card B. six one I'm sorry I don't know what it is I lost a lost
679,261567410717110291567472191,0, what is your name
680,261567410717110291567472191,1, but you can't
681,261567410717110291567472191,0, what's your six digit access code
682,261567410717110291567472191,1, well I just told you I don't have it
683,261567410717110291567472191,0, that's fine numbers
684,261567410717110291567472191,1, %HESITATION the first just sixty I
685,261567410717110291567472191,0, and your email address
686,261567410717110291567472191,1, Rodney can't
687,261567410717110291567472191,0, %HESITATION
688,261567410717110291567472191,1, it looks
689,261567410717110291567472191,0, and your mama
690,261567410717110291567472191,1, four two seven three seven three two three
691,261567410717110291567472191,0, one more time mobile number please
692,261567410717110291567472191,1, %HESITATION the full two seven W. three seven three two three
693,261567410717110291567472191,0, one moment
694,261567410717110291567472191,1, so how can I help you today well you got more money trying to dollars or something from the transaction if at all you just made it back certain types like England for some stuff all right bye bye your help my money telephone and I when I can get my release my money's been gone on tried to wake me
695,261567410717110291567472191,0, yes %HESITATION because the card is no there's no standard credit card at the rules apply differently for this card now in your case yes there's three hundred and seventy six dollars and ninety one cents and your your funds will be %HESITATION freed up on the sixth of September so four days
696,261567410717110291567472191,1, well it's yeah well no no we don't we don't mail once you what I
697,261567410717110291567472191,0, I'm sorry %HESITATION I think that that's that's what I had that that's a processing fee for right credit %HESITATION prepaid card
698,261567410717110291567472191,1, but he's been gone of the two what to bring with you to see what she did for more money to do what's a booking was gone mad you want use money you know hello hello I was gonna go on hold
699,261567410717110291567472191,0, that like I said four more days and that should be it
700,261567410717110291567472191,1, yeah but you said that last week you're supposed to be finished on twenty fifth or twenty sixth of August so I don't know the folder right
701,261567410717110291567472191,0, not sure I I mean it it says here it says here is six the six of September you
702,261567410717110291567472191,1, although my money was this is bullshit it's more money should give it back okay all stayed on
703,261567410717110291567472191,0, it's only it's gonna it's gonna take that long and that's all we can do I'm sorry I I know you're upset your your venting I completely get it but it's not going to change anything
704,261567410717110291567472191,1, this is this is not to say you know I will
705,261567410717110291567472191,0, get the wrong already once again I understand I get it you're frustrated and I get it it's not fair but that's how it's process he process here on the end is not
706,261567410717110291567472191,1, yeah I can I I'm sorry parts nine that needs in a sell me stuff they don't want to fall off and then I'll tell him the money and I calm time and I'm getting frustrated now supposed to time on the twenty fifth and I think I tell you guys nice ninety between nine and twenty P. store
707,261567410717110291567472191,0, well you can have you can have you can have them call us an ex and have them explain to him if you %HESITATION if you wishes how the the refunds work he
708,261567410717110291567472191,1, he's getting the money that I told you that anyone yeah all right so I can you please tell me to type again cells and all dance off that that %HESITATION she got to get my money's decide before
709,261567410717110291567472191,0, absolutely so no SO and the sixth of August %HESITATION September it's going to be four in four days from now
710,261567410717110291567472191,1, C. H. E. I. I thank you
711,261567410717110291567472191,0, no problem thanks for calling us Raposo to go take care
712,261567410717110291567472191,1, so you might buy
713,261567410717110291567472191,0, they Kerr thanks
714,261567410717110291567472191,1, thank you you too
715,191567409971155301567682893,0,thank you for calling center for business my name is Mike may I have your card number and your business name please
716,191567409971155301567682893,1, yes my %HESITATION my business same as Saddam line construction I don't have my card right here in front of me I just had some questions about my account
717,191567409971155301567682893,0, so would you like to give us your phone number
718,191567409971155301567682893,1, sure three four six two two seven zero six six seven
719,191567409971155301567682893,0, thank you %HESITATION this one is your mobile number or your home phone number
720,191567409971155301567682893,1, it's my mobile
721,191567409971155301567682893,0, so the number that you provided me it's eight three two six two two seven zero six six seven
722,191567409971155301567682893,1, %HESITATION it's three four six two two seven zero six six seven but I have multiple numbers so yeah three four six nine three two six
723,191567409971155301567682893,0, two two seven zero six six seven is that correct
724,191567409971155301567682893,1, yes Sir yes Sir thank you
725,191567409971155301567682893,0, stay online because of the number that you provided to us there's no such information that you're able to pull up %HESITATION can you please spell your last name
726,191567409971155301567682893,1, L. E. W. I. S. yeah like I told you I've got multiple numbers so I don't know which one you got %HESITATION seven eight three two five zero nine six thousand
727,191567409971155301567682893,0, C. last name is Louis your first name
728,191567409971155301567682893,1, Kevin
729,191567409971155301567682893,0, %HESITATION Kevin with the key correct
730,191567409971155301567682893,1, yes Sir
731,191567409971155301567682893,0, thank you stay online thank you Kevin Lewis correct
732,191567409971155301567682893,1, yes Sir thank
733,191567409971155301567682893,0, thank you system is still searching for the information thank you thank you so much for holding %HESITATION Mister Lewis will you please verify your date of birth
734,191567409971155301567682893,1, sure it's nine twenty nine seventy six
735,191567409971155301567682893,0, can you also verify the address
736,191567409971155301567682893,1, %HESITATION I'm not sure which one you have %HESITATION is it ten nine zero six or eighteen one hundred or ten one two three
737,191567409971155301567682893,0, I thank you miss Lewis would you like to give us your email address
738,191567409971155301567682893,1, %HESITATION email address Kevin bottom line dot CEO at G. email dot com
739,191567409971155301567682893,0, Kevin bottom line
740,191567409971155301567682893,1, dot CEO at G. email dot com it's got some real simple questions on this %HESITATION trying to get some information how many %HESITATION verification questions yet desk
741,191567409971155301567682893,0, yes %HESITATION the information that you provided us %HESITATION your date of birth %HESITATION your address the phone number %HESITATION we are not able to match that information the account that we have so you know that's I'm just confirming the email address which is Kevin underscore dot CEO
742,191567409971155301567682893,1, no I didn't say underscore it's the actual name spelled out Kevin bottom line B. O. T. T. O. M. L. I N. E. dot C. O. at G. email dot com
743,191567409971155301567682893,0, thank you dot C. O. G. mail dot com
744,191567409971155301567682893,1, yes Sir
745,191567409971155301567682893,0, thank you I'm just going to put you on hold and I will come back okay thank you
746,191567409971155301567682893,1, all right
747,191567409971155301567682893,0, thank you so much for holding so Lewis are you there hello
748,191567409971155301567682893,1, yeah I'm here yeah
749,191567409971155301567682893,0, sorry sorry for the delay stay online system is still searching for the information sorry for the delay thank you
750,191567409971155301567682893,1, still searching you sent
751,191567409971155301567682893,0, that's correct
752,191567409971155301567682893,1, should I call back at a better time and I really just had a quick question
753,191567409971155301567682893,0, yeah I'm sorry for that %HESITATION I did try to pull up the information there's no information that to be able to pull up with your first name last name phone numbers email address Kevin Lewis Kevin bottom line dot CO dot %HESITATION G. mail dot com would you two phone numbers %HESITATION three two six two two seven zero six six seven three four six two two seven zero six six seven so I would like to request if you can give us a call back with the card number so we will more than happy to assist you further okay
