intent_type,phrase,label
entity,mobile phone,PHONE
entity,mobile number,PHONE
entity,middle name,NAME
entity,middle initial,NAME
entity,intials,NAME
entity,last name,NAME
entity,date of birth,DOB
entity,month,DATE
entity,date,DATE
entity,year,DATE
entity,mother’s name,MOTHER
entity,maiden’s name,MAIDEN
entity,maiden name,MAIDEN
entity,mother name,MOTHER
entity,father’s name,FATHER
entity,father name,FATHER
entity,family name,NAME
entity,phone,PHONE
entity,cell,PHONE
entity,number,NUMBER
entity,mobile,PHONE
entity,card,CARD
entity,routing number,ROUTING_NO
entity,routing,ROUTING_NO
entity,checking account,ACCOUNT
entity,savings account,ACCOUNT
entity,account details,ACCOUNT
entity,account,ACCOUNT
entity,last four digits,DIGITS
entity,digits,DIGITS
entity,address,ADDRESS
entity,email,EMAIL
entity,social security,SSN
entity,SSN,SSN
entity,social security number,SSN
entity,birth,DOB
exclaim,I was shocked to hear,EXCLAIM_SHOCK
exclaim,We are all in complete shock,EXCLAIM_SHOCK
exclaim,Who could have predicted it,EXCLAIM_SHOCK
exclaim,I was stunned by,EXCLAIM_SHOCK
exclaim,The news came as a complete shock,EXCLAIM_SHOCK
exclaim,That is the last thing I expected,EXCLAIM_SHOCK
exclaim,You are kidding,EXCLAIM_SHOCK
exclaim,I would never have guessed,EXCLAIM_SHOCK
exclaim,Oh my God Really,EXCLAIM_SHOCK
exclaim,Oh my God,EXCLAIM_SHOCK
exclaim,I am shocked,EXCLAIM_SHOCK
exclaim,This is shocking news,EXCLAIM_SHOCK
exclaim,All of a sudden,EXCLAIM_SHOCK
good_news,I have got some good news for you,GOOD_NEWS_DIRECT
good_news,I have got a bit of good news for you,GOOD_NEWS_DIRECT
good_news,I have got some great news for you,GOOD_NEWS_DIRECT
good_news,I am really pleased to tell you,GOOD_NEWS_DIRECT
good_news,I am really happy to inform you that,GOOD_NEWS_DIRECT
good_news,I have some amazing news for you,GOOD_NEWS_DIRECT
good_news,Good news,GOOD_NEWS_DIRECT
good_news,Are you ready,GOOD_NEWS_DIRECT
good_news,I am so excited to tell you that,GOOD_NEWS_DIRECT
good_news,I am so glad to hear that,GOOD_NEWS_DIRECT
good_news,That is great,GOOD_NEWS_RESPONSE
good_news,Sounds great,GOOD_NEWS_RESPONSE
good_news,That is wonderful,GOOD_NEWS_RESPONSE
good_news,Incredible,GOOD_NEWS_RESPONSE
good_news,Wonderful Thank you for sharing.,GOOD_NEWS_RESPONSE
good_news,Are you serious,GOOD_NEWS_RESPONSE
good_news,I can not believe that,GOOD_NEWS_RESPONSE
greet,Hello,GREET_FORMAL
greet,Good morning,GREET_FORMAL
greet,Good afternoon,GREET_FORMAL
greet,Good evening,GREET_FORMAL
greet,How are you,GREET_FORMAL
greet,How are you doing,GREET_FORMAL
greet,Nice to meet you,GREET_FORMAL
greet,It is nice to meet you,GREET_FORMAL
greet,I am pleased to meet you,GREET_FORMAL
greet,It is a pleasure to meet you,GREET_FORMAL
greet,I am glad to see you,GREET_FORMAL
greet,How do you do,GREET_FORMAL
greet,Hi,GREET_FORMAL
greet,Hey,GREET_FORMAL
greet,Aloha,GREET_FORMAL
greet,Shalom,GREET_FORMAL
greet,What is up,GREET_INFORMAL
greet,Greetings,GREET_FUNCTIONAL
greet,Season's Greetings,GREET_FUNCTIONAL
greet,Happy Holidays,GREET_FUNCTIONAL
greet,Many Happy Returns,GREET_FUNCTIONAL
greet,How is it going,GREET_INFORMAL
greet,How have you been,GREET_INFORMAL
greet,What is new,GREET_INFORMAL
greet,What is going on,GREET_INFORMAL
greet,How are things,GREET_INFORMAL
greet,How is your day,GREET_INFORMAL
greet,How is your day going,GREET_INFORMAL
greet,Good to see you,GREET_INFORMAL
greet,Long time no see,GREET_INFORMAL
greet,It is been a while,GREET_INFORMAL
greet,It is been a long time,GREET_INFORMAL
greet,It is been such a long time,GREET_INFORMAL
greet,It is been too long,GREET_INFORMAL
greet,I am so happy to see you again,GREET_INFORMAL
greet,"Wow, it is so good to see you again",GREET_INFORMAL
greet,What have you been up to,GREET_INFORMAL
greet,"I am doing very well, thank you And you",GREET_RESPONSE
greet,I am fine thank you,GREET_RESPONSE
greet,Great thanks How are you,GREET_RESPONSE
greet,Not bad You,GREET_RESPONSE
greet,Could not be better How about you,GREET_RESPONSE
greet,Wonderful thank you,GREET_RESPONSE
guess,It looks like,GUESS_DIRECT
guess,It seems like,GUESS_DIRECT
guess,It appears to,GUESS_DIRECT
guess,Perhaps,GUESS_DIRECT
guess,I would say,GUESS_DIRECT
guess,If I had to take a guess,GUESS_DIRECT
guess,Maybe,GUESS_DIRECT
guess,Could be,GUESS_DIRECT
guess,Chances are,GUESS_DIRECT
guess,It’s difficult to say,GUESS_DIRECT
guess,I think,GUESS_DIRECT
guess,Apparently,GUESS_DIRECT
hesitate,err,HESITATE_DIRECT
hesitate,umm,HESITATE_DIRECT
hesitate,uhh,HESITATE_DIRECT
hesitate,um,HESITATE_DIRECT
hesitate,uh,HESITATE_DIRECT
hesitate,er,HESITATE_DIRECT
hesitate,huh,HESITATE_DIRECT
hesitate,hey,HESITATE_DIRECT
hesitate,ah,HESITATE_DIRECT
hesitate,oh,HESITATE_DIRECT
hesitate,ugh,HESITATE_DIRECT
hesitate,wooh,HESITATE_DIRECT
hesitate,ah,HESITATE_DIRECT
hesitate,phew,HESITATE_DIRECT
hesitate,rah,HESITATE_DIRECT
hesitate,psst,HESITATE_DIRECT
hesitate,shucks,HESITATE_DIRECT
hesitate,shoot,HESITATE_DIRECT
hesitate,shit,HESITATE_DIRECT
hesitate,oops,HESITATE_DIRECT
hesitate,ouch,HESITATE_DIRECT
hesitate,damn,HESITATE_DIRECT
hold,hold,HOLD_DIRECT
hold,wait,HOLD_DIRECT
hold,please hold,HOLD_DIRECT
hold,hold the line,HOLD_DIRECT
hold,Just a sec,HOLD_DIRECT
hold,Hang on a moment,HOLD_DIRECT
hold,One moment please,HOLD_DIRECT
hold,Hold the line please,HOLD_DIRECT
hold,Please hold while I put you through,HOLD_DIRECT
hold,All of our staff are busy at this time,HOLD_DIRECT
hold,Please hold for the next available person,HOLD_DIRECT
hold,Thank you for holding,HOLD_DIRECT
hold,Thank you for waiting,HOLD_DIRECT
hold,I am sorry to keep your waiting,HOLD_DIRECT
hold,One minute,HOLD_DIRECT
hold,Give me two minutes,HOLD_DIRECT
hold,Let me put you on hold,HOLD_DIRECT
hold,put you through,HOLD_DIRECT
hold,second,HOLD_DIRECT
hold,minute,HOLD_DIRECT
hold,hang on,HOLD_DIRECT
hold,hang in there,HOLD_DIRECT
hold,hang,HOLD_DIRECT
hold,Will not be long,HOLD_DIRECT
hold,Wont be long,HOLD_DIRECT
hold,Would not be long,HOLD_DIRECT
hold,not long,HOLD_DIRECT
hold,take your time,HOLD_RESPONSE
hold,give me a moment,HOLD_DIRECT
hold,give me moment,HOLD_DIRECT
indifference_self,Who cares,INDIFFERENCE_DIRECT
indifference_self,I do not care,INDIFFERENCE_DIRECT
indifference_self,I do not mind,INDIFFERENCE_DIRECT
indifference_self,I do not mind whatever you do,INDIFFERENCE_DIRECT
indifference_self,It makes no difference to me,INDIFFERENCE_DIRECT
indifference_self,Do what you like. I don’t care,INDIFFERENCE_DIRECT
indifference_self,It does not matter to me,INDIFFERENCE_DIRECT
indifference_self,So what,INDIFFERENCE_DIRECT
indifference_self,It is all the same to me,INDIFFERENCE_DIRECT
indifference_self,Why should I care,INDIFFERENCE_DIRECT
indifference_self,It is your decision,INDIFFERENCE_DIRECT
indifference_self,I would not mind,INDIFFERENCE_DIRECT
indifference_self,Do as you like,INDIFFERENCE_DIRECT
indifference_self,Whatever you want,INDIFFERENCE_DIRECT
indifference_self,You can say whatever you like,INDIFFERENCE_DIRECT
indifference_self,I could not care less,INDIFFERENCE_DIRECT
indifference_self,I could care less,INDIFFERENCE_DIRECT
indifference_self,Your choice,INDIFFERENCE_DIRECT
indifference_self,As you wish,INDIFFERENCE_DIRECT
info,I need some Information,INFO_DIRECT
info,Could you tell me,INFO_DIRECT
info,Do you know,INFO_DIRECT
info,Do you happen to know,INFO_DIRECT
info,Can you tell me,INFO_DIRECT
info,I’d like to know,INFO_DIRECT
info,What do you know about,INFO_DIRECT
info,I wonder if you could tell me,INFO_DIRECT
info,Do you have any idea,INFO_DIRECT
info,Could you find out,INFO_DIRECT
info,I am looking for,INFO_DIRECT
info,What can you tell me about,INFO_DIRECT
info,Of course let me look,INFO_RESPONSE_POS
info,I will have a look,INFO_RESPONSE_POS
info,I will find that out for you,INFO_RESPONSE_POS
info,I am searching for,INFO_RESPONSE_POS
info,Right away,INFO_RESPONSE_POS
info,I am on it,INFO_RESPONSE_POS
info,I do not know,INFO_RESPONSE_NEG
info,I am not sure,INFO_RESPONSE_NEG
info,I can not help you,INFO_RESPONSE_NEG
info,I do not know where to look,INFO_RESPONSE_NEG
info,I can see that,INFO_RESPONSE_POS
info,I can see,INFO_RESPONSE_POS
info,I see here,INFO_RESPONSE_POS
info,I know,INFO_RESPONSE_POS
info,I know that,INFO_RESPONSE_POS
info,I already knew that,INFO_RESPONSE_POS
info,I know what to do,INFO_RESPONSE_POS
info,I understand,INFO_RESPONSE_POS
info,I know this already,INFO_RESPONSE_POS
info,I knew this,INFO_RESPONSE_POS
info,I am wondering,INFO_DIRECT
info,I was wondering,INFO_DIRECT
info,I am thinking,INFO_DIRECT
info,I was thinking,INFO_DIRECT
info,I have been thinking,INFO_DIRECT
info,I have been wondering,INFO_DIRECT
info,to look,INFO_DIRECT
info,how to,INFO_DIRECT
info,you were asking about,INFO_RESPONSE_POS
info,question,INFO_DIRECT
info,questions,INFO_DIRECT
info,how long will it take ,INFO_DIRECT
info,how long would it take,INFO_DIRECT
init,How do I,INIT_ASK
init,Can you show me how to,INIT_ASK
init,Do you know how to,INIT_ASK
init,How do I go about,INIT_ASK
init,What do you suggest,INIT_ASK
init,What is the first step,INIT_ASK
init,What is the best way to,INIT_ASK
init,First you,INIT_DIRECT
init,Then you,INIT_DIRECT
init,Next you,INIT_DIRECT
init,Lastly you,INIT_DIRECT
init,Starting out,INIT_DIRECT_START
init,The first thing you do is,INIT_DIRECT_START
init,Before you begin,INIT_DIRECT_START
init,The best place to begin is,INIT_DIRECT_START
init,I would start by,INIT_DIRECT_START
init,Continuing,INIT_DIRECT_MID
init,After that,INIT_DIRECT_MID
init,The next step is to,INIT_DIRECT_MID
init,The next thing you do is,INIT_DIRECT_MID
init,Once you have done that then,INIT_DIRECT_MID
init,When you finish that then,INIT_DIRECT_MID
init,Finishing,INIT_DIRECT_END
init,The last step is,INIT_DIRECT_END
init,The last thing you do is,INIT_DIRECT_END
init,In the end,INIT_DIRECT_END
init,When you have finished,INIT_DIRECT_END
init,When you have completed all the steps,INIT_DIRECT_END
init,The first time,INIT_DIRECT_START
init,The second time,INIT_DIRECT_MID
init,Next time,INIT_DIRECT_MID
init,Again,INIT_DIRECT_MID
init,Also,INIT_DIRECT_MID
interrupt,Excuse me for interrupting,INTERRUPT_DIRECT
interrupt,Sorry for interrupting but,INTERRUPT_DIRECT
interrupt,May I interrupt,INTERRUPT_DIRECT
interrupt,May I say something,INTERRUPT_DIRECT
interrupt,Can I say something,INTERRUPT_DIRECT
interrupt,Can I stop you there,INTERRUPT_DIRECT
interrupt,Just a moment,INTERRUPT_DIRECT
interrupt,Could I just mention that,INTERRUPT_DIRECT
interrupt,I do not mean to intrude,INTERRUPT_DIRECT
interrupt,May I have a word,INTERRUPT_DIRECT
interrupt,Excuse me,INTERRUPT_DIRECT
interrupt,Do you mind if I interrupt,INTERRUPT_DIRECT
interrupt,Sorry I did not catch that,INTERRUPT_DIRECT
interrupt,Is it possible to repeat the last point,INTERRUPT_DIRECT
interrupt,It is also important to add,INTERRUPT_DIRECT
interrupt,If you do not mind me saying,INTERRUPT_DIRECT
interrupt,I would like to add something,INTERRUPT_DIRECT
interrupt,Sorry to butt in,INTERRUPT_DIRECT
interrupt,May I just ask,INTERRUPT_DIRECT
interrupt,Before we move on,INTERRUPT_DIRECT
interrupt,May I add,INTERRUPT_DIRECT
interrupt,Before you move on,INTERRUPT_DIRECT
interrupt,I would like to say something,INTERRUPT_DIRECT
interrupt,Do you mind if I jump in,INTERRUPT_DIRECT
interrupt,If I could just come in,INTERRUPT_DIRECT
interrupt,Can I cut in,INTERRUPT_DIRECT
interrupt,Can I just add something,INTERRUPT_DIRECT
introduce_company,Welcome to,INTRODUCE_COMPANY
introduce_company,Thank you for calling,INTRODUCE_COMPANY
introduce_company,Thank you for contacting,INTRODUCE_COMPANY
introduce_company,Thank you very much for calling,INTRODUCE_COMPANY
introduce_company,This is,INTRODUCE_COMPANY
introduce_company,from,INTRODUCE_COMPANY
introduce_company,You have called,INTRODUCE_COMPANY
introduce_company,You have reached,INTRODUCE_COMPANY
introduce_company,We are,INTRODUCE_COMPANY
introduce_company,I work for,INTRODUCE_COMPANY
introduce_company,I work at,INTRODUCE_COMPANY
introduce_company,calling,INTRODUCE_COMPANY
introduce_company,contacting,INTRODUCE_COMPANY
introduce_company,welcome,INTRODUCE_COMPANY
introduce_company,called,INTRODUCE_COMPANY
introduce_company,reached,INTRODUCE_COMPANY
introduce_company,work,INTRODUCE_COMPANY
introduce_self,My name is,INTRODUCE_SELF
introduce_self,This is,INTRODUCE_SELF
introduce_self,I am,INTRODUCE_SELF
introduce_self,You are speaking to,INTRODUCE_SELF
introduce_self,You are talking to,INTRODUCE_SELF
introduce_self,You are through to,INTRODUCE_SELF
introduce_self,It is,INTRODUCE_SELF
introduce_self,My full name is,INTRODUCE_SELF
introduce_self,You can call me,INTRODUCE_SELF
introduce_self,Please call me,INTRODUCE_SELF
introduce_self,Everyone calls me,INTRODUCE_SELF
introduce_self,Feel free to call me,INTRODUCE_SELF
introduce_self,Let me introduce myself,INTRODUCE_SELF
introduce_self,May I introduce myself,INTRODUCE_SELF
introduce_self,I would like to introduce myself,INTRODUCE_SELF
introduce_self,name,INTRODUCE_SELF
introduce_self,introduce,INTRODUCE_SELF
introduce_self,speaking,INTRODUCE_SELF
introduce_self,talking,INTRODUCE_SELF
mistake,I have to admit that I was wrong,ADMIT_MISTAKE
mistake,I admit what I have done is wrong,ADMIT_MISTAKE
mistake,I should not be like this,ADMIT_MISTAKE
mistake,Sorry I know this was my fault,ADMIT_MISTAKE
mistake,I am fully responsible for this matter,ADMIT_MISTAKE
mistake,I have made a mistake,ADMIT_MISTAKE
mistake,It is my mistake Forgive me,ADMIT_MISTAKE
mistake,Yes I take the blame,ADMIT_MISTAKE
mistake,I was the one to blame,ADMIT_MISTAKE
mistake,I am sorry I should not have done that,ADMIT_MISTAKE
mistake,I never intended it that way,ADMIT_MISTAKE
mistake,Do not mention it,MISTAKE_RESPONSE_POS
mistake,Let it go,MISTAKE_RESPONSE_POS
mistake,That is fine,MISTAKE_RESPONSE_POS
mistake,Just take it easy,MISTAKE_RESPONSE_POS
mistake,Do not do it again,MISTAKE_RESPONSE_POS
mistake,Forget it It does not matter,MISTAKE_RESPONSE_POS
mistake,That would be okay,MISTAKE_RESPONSE_POS
mistake,Do not worry about it,MISTAKE_RESPONSE_POS
mistake,It is okay,MISTAKE_RESPONSE_POS
mistake,You should be ashamed,MISTAKE_RESPONSE_NEG
mistake,You should be,MISTAKE_RESPONSE_NEG
mistake,How could you,MISTAKE_RESPONSE_NEG
mistake,How shameful,MISTAKE_RESPONSE_NEG
mistake,How upsetting,MISTAKE_RESPONSE_NEG
mistake,This is awful,MISTAKE_RESPONSE_NEG
mistake,What is wrong with you,MISTAKE_RESPONSE_NEG
mistake,apologize,ADMIT_MISTAKE
mistake,mistake,ADMIT_MISTAKE
mistake,I want to apologize,ADMIT_MISTAKE
mistake,I apologize,ADMIT_MISTAKE
mistake,It is my mistake,ADMIT_MISTAKE
negate,No,NEGATE_DIRECT
negate,Nah,NEGATE_DIRECT
negate,Nope,NEGATE_DIRECT
negate,Never,NEGATE_DIRECT
negate,nay,NEGATE_DIRECT
negate,nix,NEGATE_DIRECT
negate,never,NEGATE_DIRECT
negate,not,NEGATE_DIRECT
negate,negation,NEGATE_DIRECT
negate,oh,NEGATE_DIRECT
negate,oh-oh,NEGATE_DIRECT
negate,oops-a-daisy,NEGATE_DIRECT
negate,sorry,NEGATE_DIRECT
negate,uh-oh,NEGATE_DIRECT
negate,negative,NEGATE_DIRECT
negate,absolutely not,NEGATE_DIRECT
negate,by no means,NEGATE_DIRECT
negate,no way,NEGATE_DIRECT
negate,not at all,NEGATE_DIRECT
negate,not by any means,NEGATE_DIRECT
negate,no can do,NEGATE_DIRECT
negate,no longer,NEGATE_DIRECT
negate,no man,NEGATE_DIRECT
negate,none,NEGATE_DIRECT
negate,hardly,NEGATE_DIRECT
negate,I do not think so,NEGATE_DIRECT
negate,under no circumstances,NEGATE_DIRECT
negate,not,NEGATE_DIRECT
negate,I think not,NEGATE_DIRECT
negate,not in a million years,NEGATE_DIRECT
negate,not ever,NEGATE_DIRECT
negate,not on your life,NEGATE_DIRECT
negate,forget it,NEGATE_DIRECT
negate,do not hold your breath,NEGATE_DIRECT
negate,are you kidding,NEGATE_DIRECT
negate,are you serious,NEGATE_DIRECT
negate,good grief,NEGATE_DIRECT
negate,you have got to be kidding,NEGATE_DIRECT
negate,unbelievable,NEGATE_DIRECT
negate,no kidding,NEGATE_DIRECT
negate,is that so,NEGATE_DIRECT
negate,oh really,NEGATE_DIRECT
negate,you do not say,NEGATE_DIRECT
negate,is that a fact,NEGATE_DIRECT
obligation,Do I have to,OBLIGATION_QUES
obligation,Do I need to,OBLIGATION_QUES
obligation,Must I,OBLIGATION_QUES
obligation,Do I,OBLIGATION_QUES
obligation,I do not have to,OBLIGATION_QUES
obligation,Do you have to,OBLIGATION_QUES
obligation,Are you expected to,OBLIGATION_QUES
obligation,Must you,OBLIGATION_QUES
obligation,Is it necessary,OBLIGATION_QUES
obligation,I must,OBLIGATION_DIRECT
obligation,I must not,OBLIGATION_DIRECT
obligation,I have to,OBLIGATION_DIRECT
obligation,I will have to,OBLIGATION_DIRECT
obligation,I can not refuse,OBLIGATION_DIRECT
obligation,I can not avoid it,OBLIGATION_DIRECT
obligation,It is my responsibility,OBLIGATION_DIRECT
obligation,It is my duty,OBLIGATION_DIRECT
obligation,It is my job,OBLIGATION_DIRECT
obligation,I have no other choice,OBLIGATION_DIRECT
offer_help,May I offer you my help,OFFER_HELP
offer_help,I’d be happy to help you,OFFER_HELP
offer_help,How can I help you,OFFER_HELP
offer_help,How can I provide world class service,OFFER_HELP
offer_help,What can I help you with,OFFER_HELP
offer_help,Can I help you,OFFER_HELP
offer_help,How may I help you,OFFER_HELP
offer_help,May I help you,OFFER_HELP
offer_help,May I be of service,OFFER_HELP
offer_help,How may I be of service,OFFER_HELP
offer_help,Can I be of any assistance to you,OFFER_HELP
offer_help,How can I be of assistance,OFFER_HELP
offer_help,I will be glad to help you,OFFER_HELP
offer_help,I will be glad to assist you,OFFER_HELP
offer_help,I would be happy to help you,OFFER_HELP
offer_help,Can I,OFFER_DIRECT
offer_help,Shall I,OFFER_DIRECT
offer_help,Would you like me to,OFFER_DIRECT
offer_help,Would you like,OFFER_DIRECT
offer_help,Do you want me to,OFFER_DIRECT
offer_help,Do you want me to,OFFER_DIRECT
offer_help,Let me,OFFER_DIRECT
offer_help,If you would like,OFFER_DIRECT
offer_help,I would be happy to,OFFER_DIRECT
offer_help,May I offer you,OFFER_DIRECT
offer_help,I accept,OFFER_RESPONSE_POS
offer_help,Yes please,OFFER_RESPONSE_POS
offer_help,Yes I would love to,OFFER_RESPONSE_POS
offer_help,Yes That would be great,OFFER_RESPONSE_POS
offer_help,Yes please that would be lovely,OFFER_RESPONSE_POS
offer_help,Yes If you wouldn’t mind,OFFER_RESPONSE_POS
offer_help,That is very kind of you,OFFER_RESPONSE_POS
offer_help,That sounds nice,OFFER_RESPONSE_POS
offer_help,Thank you I would like to,OFFER_RESPONSE_POS
offer_help,I refuse,OFFER_RESPONSE_NEG
offer_help,No thanks,OFFER_RESPONSE_NEG
offer_help,It is Okay I can do it myself,OFFER_RESPONSE_NEG
offer_help,Thank you for your kindness but I can do it myself,OFFER_RESPONSE_NEG
offer_help,Do not worry I can do it,OFFER_RESPONSE_NEG
offer_help,I appreciate that but I can do it myself,OFFER_RESPONSE_NEG
offer_help,Is there anything I can help you with,OFFER_DIRECT
offer_help,Is there anything else I can help you with,OFFER_DIRECT
offer_help,I can help you,OFFER_DIRECT
offer_help,Is there anything else I can help,OFFER_DIRECT
offer_help,Is there anything I can help,OFFER_DIRECT
offer_help,Is there anything else I can assist,OFFER_DIRECT
offer_help,what else,OFFER_DIRECT
offer_help,anything else I can assist you with,OFFER_HELP
offer_help,How I help you,OFFER_HELP
offer_help,I can assist you,OFFER_HELP
opinion,What do you think about this problem,OPINION_ASK
opinion,What do you think of my new house?,OPINION_ASK
opinion,Do you have any thoughts on that,OPINION_ASK
opinion,How do you feel about that,OPINION_ASK
opinion,What is your opinion,OPINION_ASK
opinion,Do you have any idea,OPINION_ASK
opinion,Do you have any opinion on this matter,OPINION_ASK
opinion,What is your view,OPINION_ASK
opinion,Please tell me your opinion on this subject,OPINION_ASK
opinion,What is your opinion about that,OPINION_ASK
opinion,Can you give me your thoughts on the report,OPINION_ASK
opinion,What are your feelings about his behavior,OPINION_ASK
opinion,I would like to hear your views on this matter,OPINION_ASK
opinion,I think you need,OPINION_DIRECT
opinion,In my opinion,OPINION_DIRECT
opinion,I do not think,OPINION_DIRECT
opinion,Personally I think,OPINION_DIRECT
opinion,From my point of view,OPINION_DIRECT
opinion,As far as I am concerned,OPINION_DIRECT
opinion,My personal view is,OPINION_DIRECT
opinion,In my point of view,OPINION_DIRECT
opinion,It seems to me,OPINION_DIRECT
opinion,To my mind,OPINION_DIRECT
opinion,I personally believe,OPINION_DIRECT
opinion,This is absolutely right,OPINION_RESPONSE_POS
opinion,I could not agree more,OPINION_RESPONSE_POS
opinion,I completely agree with you,OPINION_RESPONSE_POS
opinion,I agree with this opinion,OPINION_RESPONSE_POS
opinion,I do not agree with you,OPINION_RESPONSE_NEG
opinion,I think you are wrong,OPINION_RESPONSE_NEG
opinion,I do not think so,OPINION_RESPONSE_NEG
opinion,I am afraid I can not agree with you,OPINION_RESPONSE_NEG
pardon,I am sorry,PARDON_DIRECT
pardon,I am so sorry,PARDON_DIRECT
pardon,I am very sorry,PARDON_DIRECT
pardon,I am terribly sorry,PARDON_DIRECT
pardon,Sorry,PARDON_DIRECT
pardon,I did not mean to do that,PARDON_DIRECT
pardon,Sorry about that,PARDON_DIRECT
pardon,Can you forgive me,PARDON_DIRECT
pardon,I apologize for,PARDON_DIRECT
pardon,Please forgive me,PARDON_DIRECT
pardon,I owe you an apology,PARDON_DIRECT
pardon,You can blame me for this,PARDON_DIRECT
pardon,How should I apologize to you,PARDON_DIRECT
pardon,I beg your pardon,PARDON_DIRECT
pardon,Excuse me,PARDON_DIRECT
pardon,Excuse my,PARDON_DIRECT
pardon,Sorry it is my fault,PARDON_DIRECT
pardon,Sorry for keeping you waiting,PARDON_DIRECT
pardon,Sorry to keep you waiting,PARDON_DIRECT
pardon,That is all right,PARDON_RESPONSE
pardon,Do not worry about it,PARDON_RESPONSE
pardon,Forget it,PARDON_RESPONSE
pardon,No problem,PARDON_RESPONSE
pardon,Never mind It does not really matter,PARDON_RESPONSE
pardon,No big thing,PARDON_RESPONSE
pardon,It is not your fault,PARDON_RESPONSE
pardon,Please do not blame yourself,PARDON_RESPONSE
pardon,Think nothing of it,PARDON_RESPONSE
permission, Is it okay if I,PERMISSION_DIRECT
permission, Can I ask you a question,PERMISSION_DIRECT
permission, Do you mind if I,PERMISSION_DIRECT
permission, Would you mind if I,PERMISSION_DIRECT
permission, If you don’t mind,PERMISSION_DIRECT
permission, I wonder if I could,PERMISSION_DIRECT
permission, Would it be all right if I,PERMISSION_DIRECT
permission, Sure,PERMISSION_RESPONSE_POS
permission, Sure go ahead,PERMISSION_RESPONSE_POS
permission, No problem,PERMISSION_RESPONSE_POS
permission, Yes you can,PERMISSION_RESPONSE_POS
permission, Please feel free,PERMISSION_RESPONSE_POS
permission, I do not mind,PERMISSION_RESPONSE_POS
permission, I am afraid not,PERMISSION_RESPONSE_NEG
permission, I am afraid you can not,PERMISSION_RESPONSE_NEG
permission," I am sorry, but that is not possible",PERMISSION_RESPONSE_NEG
permission, No you can not,PERMISSION_RESPONSE_NEG
permission, You could not do that,PERMISSION_RESPONSE_NEG
permission, Sorry you are not permitted,PERMISSION_RESPONSE_NEG
permission,You have my permission,PERMISSION_RESPONSE_POS
permission,You do not have my permission,PERMISSION_RESPONSE_NEG
preference,I like,PREFERENCE_POS
preference,I prefer,PREFERENCE_POS
preference,My preference is,PREFERENCE_POS
preference,I love,PREFERENCE_POS
preference,I fancy,PREFERENCE_POS
preference,I enjoy,PREFERENCE_POS
preference,I adore,PREFERENCE_POS
preference,I am crazy about,PREFERENCE_POS
preference,I am mad about,PREFERENCE_POS
preference,I am keen on,PREFERENCE_POS
preference,We like,PREFERENCE_POS
preference,We prefer,PREFERENCE_POS
preference,Our preference is,PREFERENCE_POS
preference,We love,PREFERENCE_POS
preference,We fancy,PREFERENCE_POS
preference,We enjoy,PREFERENCE_POS
preference,We adore,PREFERENCE_POS
preference,We are crazy about,PREFERENCE_POS
preference,We are mad about,PREFERENCE_POS
preference,We are keen on,PREFERENCE_POS
preference,I would like,PREFERENCE_POS
preference,I would prefer,PREFERENCE_POS
preference,My preference would be,PREFERENCE_POS
preference,I would love,PREFERENCE_POS
preference,I would fancy,PREFERENCE_POS
preference,I would enjoy,PREFERENCE_POS
preference,I would adore,PREFERENCE_POS
preference,I would go crazy for,PREFERENCE_POS
preference,I would go mad for,PREFERENCE_POS
preference,I would be keen on,PREFERENCE_POS
preference,We would like,PREFERENCE_POS
preference,We would prefer,PREFERENCE_POS
preference,Our preference would be,PREFERENCE_POS
preference,We would love,PREFERENCE_POS
preference,We would fancy,PREFERENCE_POS
preference,We would enjoy,PREFERENCE_POS
preference,We would adore,PREFERENCE_POS
preference,We would go crazy for,PREFERENCE_POS
preference,We would go mad for,PREFERENCE_POS
preference,We would be keen on,PREFERENCE_POS
preference,I do not like,PREFERENCE_NEG
preference,I dislike,PREFERENCE_NEG
preference,I hate,PREFERENCE_NEG
preference,I can not bear,PREFERENCE_NEG
preference,I can not stand,PREFERENCE_NEG
preference,We do not like,PREFERENCE_NEG
preference,We dislike,PREFERENCE_NEG
preference,We hate,PREFERENCE_NEG
preference,We can not bear,PREFERENCE_NEG
preference,We can not stand,PREFERENCE_NEG
preference,Which do you prefer,PREFERENCE_QUES
preference,Which do you like better,PREFERENCE_QUES
preference,Do you prefer,PREFERENCE_QUES
preference,Would you prefer,PREFERENCE_QUES
preference,Would you rather,PREFERENCE_QUES
preference,you said you wanted,PREFERENCE_RESPONSE
preference,I feel,PREFERENCE_POS
prohibition,It is forbidden,PROHIBITION_DIRECT
prohibition,You are not allowed,PROHIBITION_DIRECT
prohibition,You are not permitted,PROHIBITION_DIRECT
prohibition,It is prohibited,PROHIBITION_DIRECT
prohibition,You must not,PROHIBITION_DIRECT
prohibition,You are not authorized,PROHIBITION_DIRECT
prohibition,You can not,PROHIBITION_DIRECT
prohibition,I am not authorized,PROHIBITION_DIRECT
prohibition,I do not have access,PROHIBITION_DIRECT
prohibition,You do not have access,PROHIBITION_DIRECT
prohibition,I can not access,PROHIBITION_DIRECT
prohibition,I can not verify,PROHIBITION_DIRECT
promise,I promise that I,PROMISE_DIRECT
promise,I promise,PROMISE_DIRECT
promise,I swear,PROMISE_DIRECT
promise,I swear I would,PROMISE_DIRECT
promise,I assure you that I,PROMISE_DIRECT
promise,I assure you,PROMISE_DIRECT
