,DialogueID,Turn-N,Speaker,Talk,Talk-N,Sp-Act,Text,Mode,Topic,Polarity,Act,Key,Value
1028,05,99,A,decl,149,state,"
and that's forward facing seats ",decl,seat,positive,backchannel,content,yes
1029,05,99,A,decl,149,state,"
and that's forward facing seats ",decl,seat,positive,punc,type,stop
1030,05,99,A,decl,150,state,"
and that's Saturday the 3rd of October from Macclesfield at 9:52 in the morning ",decl,time-month-from-date-enum-day,positive,punc,type,stop
1031,05,100,B,frag,151,refer,"
9:32 ",frag,,positive,punc,type,level
1032,05,100,B,yes,152,acknowledge,"
yes
",,,,,,
1033,05,101,A,frag,153,correct,"
52 ",decl,,positive,punc,type,stop
1034,05,102,B,frag,154,echo-correctSelf,"
52 ",decl,,positive,punc,type,stop
1035,05,102,B,yes,155,acknowledge,"
yes
",,,,,,
1036,05,103,A,frag,156,state,"
returning Monday the 5th of October ",partial-frag,month-date-day-return,positive,punc,type,level
1037,05,103,A,frag,157,state,"
departing at 14 hundred ",decl,time-enum-departure,positive,punc,type,stop
1038,05,104,B,yes,158,acknowledge,"
yeah ",,,,punc,type,stop
1039,05,105,A,frag,159,refer,"
",partial-decl,to-location-from,positive,pause,,
1040,05,105,A,frag,159,refer,"
",partial-decl,to-location-from,positive,punc,type,stop
1041,05,105,A,decl,160,state,"
and it's coach ",correct-decl,number-enum,positive,anonym,type,letter
1042,05,105,A,decl,160,state,"
and it's coach ",correct-decl,number-enum,positive,anonym,type,alpha
1043,05,105,A,decl,160,state,"
and it's coach ",correct-decl,number-enum,positive,backchannel,content,yes
1044,05,105,A,decl,160,state,"
and it's coach ",correct-decl,number-enum,positive,backchannel,content,fine
1045,05,105,A,decl,160,state,"
and it's coach ",correct-decl,number-enum,positive,punc,type,stop
1046,05,105,A,decl,161,state,"
and that's backwards seats this time ",decl,time,positive,punc,type,stop
1047,05,105,A,decl,162,state,"
but it is non-smoking ",constrain-decl,seat,positive,punc,type,stop
1048,05,106,B,dm,163,acknowledge,"
right
",,,,,,
1049,05,106,B,yes,164,acknowledge,"
yes
",,,,,,
1050,05,107,A,dm,165,init,"
now
",,,,,,
1051,05,107,A,frag,166,refer,"
with this ticket ",partial-frag,journey,positive,punc,type,level
1052,05,107,A,decl,167,stateConstraint,"
you've got to stick to the dates and times that you've booked ",report-constrain-decl,booking-date,positive,punc,type,stop
1053,05,107,A,decl,168,stateCondition,"
",constrain-condition-frag,cancel,positive,pause,,
1054,05,107,A,decl,168,stateCondition,"
",constrain-condition-frag,cancel,positive,punc,type,level
1055,05,107,A,decl,169,state,"
and you cancel by 2 o'clock the day before travel ",frag,time-journey-enum-day-cancel,positive,punc,type,level
1056,05,107,A,decl,170,state,"
it's a full refund less 5 pounds ",decl,fare-refund-enum,positive,punc,type,stop
1057,05,107,A,decl,171,stateCondition,"
",constrain-condition-frag,journey,positive,pause,,
1058,05,107,A,decl,171,stateCondition,"
",constrain-condition-frag,journey,positive,punc,type,level
1059,05,107,A,decl,172,stateConstraint,"
you must do so by 2 o'clock the day before again ",constrain-decl,time-enum-day,positive,punc,type,stop
1060,05,107,A,frag,173,refer,"
subject to availability and 5 pounds charge ",constrain-decl,fare-availability-enum,positive,backchannel,content,yes
1061,05,107,A,frag,173,refer,"
subject to availability and 5 pounds charge ",constrain-decl,fare-availability-enum,positive,punc,type,stop
1062,05,107,A,dm,174,init,"
now
",,,,,,
1063,05,107,A,decl,175,state,"
this is your reference number to quote at the train station on Saturday ",decl,booking-number-day,positive,punc,type,stop
1064,05,108,B,yes,176,acknowledge,"
yes
",,,,,,
1065,05,109,A,dm,177,init,"
now
",,,,,,
1066,05,109,A,decl,178,state-refer,"
it's 9 8 4 1 ",frag,enum,positive,punc,type,level
1067,05,110,B,frag,179,echo-refer,"
9 8 4 1 ",frag,enum,positive,punc,type,level
1068,05,111,A,frag,180,refer,"
1 1 8 8 ",frag,enum,positive,punc,type,level
1069,05,112,B,frag,181,echo-refer,"
1 1 8 8 ",frag,enum,positive,punc,type,level
1070,05,113,A,decl,182,state,"
then it's ",correct-decl,,positive,anonym,type,letter
1071,05,113,A,decl,182,state,"
then it's ",correct-decl,,positive,anonym,type,alpha
1072,05,113,A,decl,182,state,"
then it's ",correct-decl,,positive,punc,type,stop
1073,05,114,B,frag,183,echo-refer,"
",decl,,positive,anonym,type,letter
1074,05,114,B,frag,183,echo-refer,"
",decl,,positive,punc,type,stop
1075,05,114,B,yes,184,acknowledge,"
yes
",,,,,,
1076,05,115,A,dm,185,init,"
so
",,,,,,
1077,05,115,A,decl,186,direct-state,"
you quote that reference number
",,booking-number,positive,,,
1078,05,115,A,imp,187,direct,"
show your credit card
",,creditcard,positive,,,
1079,05,115,A,frag,188,reqConfirm,"
and your two sets of tickets will be waiting there 
",tag,number-location-journey,positive,,,
1080,05,115,A,address,189,refer,"
Sir
",,,,,,
1081,05,116,B,yes,190,confirm-acknowledge,"
yes
",,,,,,
1082,05,117,A,dm,191,init,"
so
",,,,,,
1083,05,117,A,frag,192,thank,"
thank you for calling now ",thank,,,punc,type,stop
1084,05,118,B,dm,193,acknowledge,"
ok
",tag,,,,,
1085,05,118,B,frag,194,thank,"
thanks a lot then ",thank,,,punc,type,stop
1086,05,119,A,frag,195,bye,"
",farewell-closing,,,overlap,type,start
1087,05,119,A,frag,195,bye,"
",farewell-closing,,,punc,type,stop
1088,05,120,B,frag,196,echo-bye,"
bye ",farewell-closing,,,overlap,type,end
1089,05,120,B,frag,197,state,"
then ",decl,,positive,punc,type,stop
1090,06,1,A,frag,1,greet,"
good afternoon ",greet-opening,,,punc,type,stop
1091,06,1,A,frag,2,refer,"
Virgin Trainlines ",frag,,positive,punc,type,level
1092,06,1,A,frag,3,identifySelf,"
Sandra speaking ",intro-partial-decl,,positive,punc,type,stop
1093,06,1,A,q-wh,4,reqDirect,"
for which journey do you wish to purchase a ticket ",preference2-open-query,journey,positive,punc,type,query
1094,06,2,B,frag,5,direct-refer,"
Preston to Rugby ",decl,location-to,positive,punc,type,stop
1095,06,3,A,dm,6,init,"
now
",,,,,,
1096,06,3,A,q-yn,7,reqInfo,"
do you hold a current credit or debit or credit card ",alternative-closed-query,creditcard,positive,punc,type,query
1097,06,4,B,yes,8,answer-acknowledge,"
yes ",,,,punc,type,stop
1098,06,5,A,q-yn,9,reqInfo,"
and do you have a railcard at all ",closed-query,railcard,positive,punc,type,query
1099,06,6,B,no,10,answer-negate,"
no ",,,,punc,type,stop
1100,06,7,A,q-wh,11,reqInfo,"
and how many people are travelling ",query-open-query,number-journey,positive,punc,type,query
1101,06,8,B,frag,12,answer-refer,"
one ",decl,number,positive,punc,type,stop
1102,06,9,A,q-wh,13,reqDirect,"
and what date you'd like to travel out on ",preference2-open-query,journey-date,positive,punc,type,query
1103,06,10,B,dm,14,hesitate,"
er
",,,,,,
1104,06,10,B,frag,15,direct-refer,"
Friday the 9th of October ",decl,month-date-day,positive,punc,type,stop
1105,06,11,A,frag,16,reqInfo,"
departing Preston at what time ",query-partial-query,time-location-departure,positive,punc,type,query
1106,06,12,B,frag,17,answer-refer,"
14:19 ",decl,,positive,punc,type,stop
1107,06,13,A,q-wh,18,reqDirect,"
",preference2-open-query,time,positive,pause,length,2s
1108,06,13,A,q-wh,18,reqDirect,"
",preference2-open-query,time,positive,punc,type,query
1109,06,14,B,dm,19,hesitate,"
erm ",,,,pause,,
1110,06,14,B,frag,20,direct-state,"
leaving erm ",partial-decl,enum-location-day-departure,positive,pause,,
1111,06,14,B,frag,20,direct-state,"
leaving erm ",partial-decl,enum-location-day-departure,positive,punc,type,stop
1112,06,15,A,dm,21,init,"
",,,,pause,length,5s
1113,06,15,A,decl,22,stateIntent-hold,"
what i'm going to do is i'm going to check to see what's the cheapest fare available ",intent-decl,fare-availability-verify-date,positive,backchannel,content,right
1114,06,15,A,decl,22,stateIntent-hold,"
what i'm going to do is i'm going to check to see what's the cheapest fare available ",intent-decl,fare-availability-verify-date,positive,punc,type,stop
1115,06,16,B,frag,23,thank,"
thank you ",thank-decl,,positive,punc,type,stop
1116,06,17,A,dm,24,init,"
",,,,pause,length,8s
1117,06,17,A,dm,25,expressRegret,"
unfortunately
",,,,,,
1118,06,17,A,decl,26,state,"
all the tickets on the 14:19 for advance purchase have now been booked up ",constrain-decl,fare-availability-journey-enum,positive,punc,type,stop
1119,06,17,A,decl,27,state,"
they're no longer available ",decl,availability,negative,punc,type,stop
1120,06,18,B,dm,28,acknowledge,"
right ",,,,punc,type,stop
1121,06,18,B,q-wh,29,suggest,"
what about the 15:20 ",closed-query,,positive,punc,type,query
1122,06,19,A,decl,30,state,"
the 15:20 is the same ",decl,enum,positive,punc,type,stop
1123,06,19,A,decl,31,stateOpt,"
it'll either have to either be the 13:20 departing Preston or the 16:31 ",alternative-constrain-decl,location-enum-departure,positive,punc,type,stop
1124,06,20,B,dm,32,acknowledge,"
alright ",tag,,,punc,type,stop
1125,06,20,B,q-wh,33,reqInfo,"
what's the cost for that ",open-query,booking-fare,positive,pause,,
1126,06,20,B,q-wh,33,reqInfo,"
what's the cost for that ",open-query,booking-fare,positive,punc,type,query
1127,06,21,A,frag,34,answer-refer,"
39 pounds 50 ",decl,fare-enum,positive,punc,type,stop
1128,06,22,B,frag,35,reqInfo,"
",query,fare,positive,pause,,
1129,06,22,B,frag,35,reqInfo,"
",query,fare,positive,punc,type,query
1130,06,23,A,yes,36,answer-acknowledge,"
yes ",,,,punc,type,stop
1131,06,24,B,dm,37,acknowledge,"
ok ",tag,,,punc,type,stop
1132,06,24,B,decl,38,stateIntent,"
i'll do that ",intent-decl,,positive,punc,type,stop
1133,06,25,A,dm,39,init,"
",,,,pause,,
1134,06,25,A,dm,39,init,"
",,,,punc,type,level
1135,06,25,A,decl,40,state,"
it's the 14:19 from Preston ",frag,location-from-enum,positive,punc,type,level
1136,06,25,A,frag,41,state,"
arriving Rugby at 16:05 ",partial-decl,location-time-arrival,positive,backchannel,content,yeah
1137,06,25,A,frag,41,state,"
arriving Rugby at 16:05 ",partial-decl,location-time-arrival,positive,punc,type,stop
1138,06,25,A,decl,42,state,"
that's on the 9th of October ",frag,month-date,positive,backchannel,content,yeah
1139,06,25,A,decl,42,state,"
that's on the 9th of October ",frag,month-date,positive,punc,type,level
1140,06,25,A,frag,43,state,"
returning the 11th of October 18:45 from Rugby ",decl,location-month-from-date-enum-return,positive,punc,type,stop
1141,06,25,A,frag,44,state,"
arriving in Preston at 20:33 ",decl,location-time-arrival,positive,punc,type,stop
1142,06,26,B,decl,45,state,"
that's it ",decl,,positive,punc,type,stop
1143,06,27,A,dm,46,init,"
now ",,,,punc,type,level
1144,06,27,A,q-yn,47,reqDirect,"
would you like smoking or non-smoking ",alternative-preference2-closed-query,seat,positive,punc,type,query
1145,06,28,B,frag,48,direct-refer,"
non-smoking ",decl,seat,positive,punc,type,stop
1146,06,29,A,q-yn,49,reqInfo,"
do you have any seat preference ",closed-query,booking-seat,positive,punc,type,query
1147,06,30,B,no,50,answer-negate,"
no ",,,,punc,type,stop
1148,06,31,A,dm,51,init,"
now
",,,,,,
1149,06,31,A,decl,52,state,"
the dates times and seat numbers are printed on the tickets for you ",benefit-decl,number-journey-date,positive,punc,type,stop
1150,06,31,A,decl,53,stateCondition,"
",exists-condition-frag,miss,positive,pause,,
1151,06,31,A,decl,53,stateCondition,"
",exists-condition-frag,miss,positive,punc,type,level
1152,06,31,A,decl,54,expressPossibility,"
",poss2-decl,availability,positive,pause,,
1153,06,31,A,decl,54,expressPossibility,"
",poss2-decl,availability,positive,punc,type,stop
1154,06,32,B,dm,55,acknowledge,"
right ",,,,punc,type,stop
1155,06,33,A,decl,56,stateCondition,"
and if you have to cancel this ticket ",constrain-condition-frag,journey-cancel,positive,punc,type,level
1156,06,33,A,decl,57,state,"
it's a full refund less five pounds ",decl,fare-refund-number,positive,punc,type,stop
1157,06,34,B,dm,58,acknowledge,"
right ",,,,punc,type,stop
1158,06,35,A,dm,59,init,"
now
",,,,,,
1159,06,35,A,frag,60,direct-refer,"
your surname please ",request-decl,name,positive,punc,type,stop
1160,06,36,B,frag,61,refer,"
",decl,,positive,anonym,type,name
1161,06,36,B,frag,61,refer,"
",decl,,positive,punc,type,stop
1162,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1163,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1164,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1165,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1166,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1167,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1168,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1169,06,36,B,frag,62,refer,"
",decl,,positive,anonym,type,letter
1170,06,36,B,frag,62,refer,"
",decl,,positive,punc,type,stop
1171,06,37,A,frag,63,reqInfo,"
and your initial ",query,name,positive,punc,type,query
1172,06,38,B,frag,64,answer-refer,"
",decl,,positive,anonym,type,letter
1173,06,38,B,frag,64,answer-refer,"
",decl,,positive,anonym,type,letter
1174,06,38,B,frag,64,answer-refer,"
",decl,,positive,punc,type,stop
1175,06,39,A,frag,65,direct-refer,"
and your contact telephone number please ",request-decl,telephone-number,positive,punc,type,stop
1176,06,40,B,frag,66,refer,"
0 1 double 4 8 ",frag,enum,positive,punc,type,level
1177,06,41,A,dm,67,acknowledge,"
aha ",,,,punc,type,stop
1178,06,42,B,frag,68,refer,"
3 3 4 ",frag,enum,positive,punc,type,level
1179,06,43,A,dm,69,acknowledge,"
aha ",,,,punc,type,stop
1180,06,44,B,frag,70,refer,"
8 double 0 ",decl,enum,positive,punc,type,stop
1181,06,45,A,frag,71,reqInfo,"
and your postcode to where your credit card is registered to ",query,creditcard-address,positive,punc,type,query
1182,06,46,B,frag,72,answer-refer,"
",frag,,positive,anonym,type,letter
1183,06,46,B,frag,72,answer-refer,"
",frag,,positive,anonym,type,letter
1184,06,46,B,frag,72,answer-refer,"
",frag,,positive,anonym,type,letter
1185,06,46,B,frag,72,answer-refer,"
",frag,,positive,punc,type,level
1186,06,47,A,dm,73,acknowledge,"
aha ",,,,punc,type,stop
1187,06,48,B,frag,74,refer,"
2 ",decl,enum,positive,anonym,type,letter
1188,06,48,B,frag,74,refer,"
2 ",decl,enum,positive,anonym,type,letter
1189,06,48,B,frag,74,refer,"
2 ",decl,enum,positive,punc,type,stop
1190,06,49,A,imp,75,direct,"
and confirm that address for me please ",request-decl,confirm-address,positive,punc,type,stop
1191,06,50,B,frag,76,refer,"
Bridge Cottage ",partial-frag,,positive,punc,type,level
1192,06,50,B,dm,77,hesitate,"
",,,,pause,,
1193,06,50,B,frag,78,expressOpinion,"
probably ",opinion-probability-decl,,positive,anonym,type,street
1194,06,50,B,frag,78,expressOpinion,"
probably ",opinion-probability-decl,,positive,punc,type,stop
1195,06,51,A,dm,79,init,"
now ",,,,punc,type,level
1196,06,51,A,decl,80,predict,"
that's where the ticket will be posted out to ",predict-decl,journey,positive,punc,type,stop
1197,06,52,B,dm,81,acknowledge,"
right ",,,,punc,type,stop
1198,06,53,A,q-wh,82,reqInfo,"
and what type of credit card is that do you hold ",open-query,creditcard,positive,punc,type,query
1199,06,54,B,dm,83,init,"
er well ",,,,punc,type,level
1200,06,54,B,decl,84,answer-state,"
i'm looking at a Switch card ",decl,time-creditcard,positive,punc,type,stop
1201,06,54,B,q-yn,85,reqInfo,"
or do you need a credit card ",alternative-constrain-closed-decl,creditcard,positive,punc,type,stop
1202,06,55,A,decl,86,answer-state,"
Switch is fine ",decl,,positive,punc,type,stop
1203,06,55,A,decl,87,reqInfo,"
the long number across the switch card ",query,number-creditcard,positive,punc,type,query
1204,06,56,B,dm,88,hesitate,"
er
",,,,,,
1205,06,56,B,frag,89,refer,"
7 4 4 ",frag,enum,positive,punc,type,level
1206,06,57,A,frag,90,echo-refer,"
7 4 4 ",frag,enum,positive,punc,type,level
1207,06,58,B,frag,91,refer,"
0 8 4 ",frag,enum,positive,punc,type,level
1208,06,59,A,frag,92,echo-refer,"
0 8 4 ",frag,enum,positive,punc,type,level
1209,06,60,B,frag,93,refer,"
4 4 8 4 ",frag,enum,positive,punc,type,level
1210,06,61,A,frag,94,echo-refer,"
4 4 8 4 ",frag,enum,positive,punc,type,level
1211,06,62,B,frag,95,refer,"
8 8 4 8 ",frag,enum,positive,punc,type,level
1212,06,63,A,frag,96,echo-refer,"
8 8 4 8 ",frag,enum,positive,punc,type,level
1213,06,64,B,frag,97,refer,"
0 2 7 0 ",decl,enum,positive,punc,type,stop
1214,06,65,A,frag,98,echo-refer,"
0 2 7 0 ",decl,enum,positive,punc,type,stop
1215,06,65,A,frag,99,reqInfo,"
and the issue number ",query,number,positive,punc,type,query
1216,06,66,B,frag,100,answer-refer,"
8 ",decl,enum,positive,punc,type,stop
1217,06,67,A,frag,101,reqInfo,"
and the expiry date ",query,creditcard,positive,punc,type,query
1218,06,68,B,frag,102,answer-refer,"
7 2000 ",decl,enum,positive,punc,type,stop
1219,06,69,A,dm,103,init,"
",,,,pause,length,7s
1220,06,69,A,q-yn,104,direct-reqInfo,"
can you repeat that long number across your card ",query,number,positive,punc,type,query
1221,06,69,A,decl,105,state,"
it's not been recognised ",decl,,negative,punc,type,stop
1222,06,70,B,frag,106,refer,"
7 4 4 ",frag,enum,positive,punc,type,level
1223,06,71,A,frag,107,echo-refer,"
7 4 4 ",frag,enum,positive,punc,type,level
1224,06,72,B,frag,108,refer,"
0 8 4 ",frag,enum,positive,punc,type,level
1225,06,73,A,frag,109,echo-refer,"
0 8 4 ",frag,enum,positive,punc,type,level
1226,06,74,B,frag,110,refer,"
4 4 8 4 ",frag,enum,positive,punc,type,level
1227,06,75,A,frag,111,echo-refer,"
4 4 8 4 ",frag,enum,positive,punc,type,level
1228,06,76,B,frag,112,refer,"
8 8 4 8 ",frag,enum,positive,punc,type,level
1229,06,77,A,frag,113,echo-refer,"
8 8 4 8 ",frag,enum,positive,punc,type,level
1230,06,78,B,frag,114,refer,"
0 2 7 0 ",decl,enum,positive,punc,type,stop
1231,06,79,A,frag,115,echo-refer,"
0 2 7 0 ",decl,enum,positive,punc,type,stop
1232,06,79,A,frag,116,reqConfirm,"
the issue number is 8 ",query,number,positive,punc,type,query
1233,06,79,A,decl,117,reqConfirm,"
and it's 07 zero zero ",query,enum,positive,punc,type,query
1234,06,80,B,dm,118,confirm-agree,"
that's right ",reassurance-tag,,,punc,type,stop
1235,06,81,A,dm,119,init,"
",,,,pause,length,6s
1236,06,81,A,dm,119,init,"
",,,,punc,type,level
1237,06,81,A,decl,120,predict,"
39 pounds 50 will be debited from that account ",decl,enum-booking-fare,positive,punc,type,stop
1238,06,81,A,decl,121,state,"
and this is the reference number your tickets have been booked under ",decl,booking-number-journey,positive,punc,type,stop
1239,06,82,B,yes,122,acknowledge,"
yep ",,,,punc,type,stop
1240,06,83,A,decl,123,refer,"
it's ",frag,,positive,anonym,type,letter
1241,06,83,A,decl,123,refer,"
it's ",frag,,positive,anonym,type,alpha
1242,06,83,A,decl,123,refer,"
it's ",frag,,positive,anonym,type,letter
1243,06,83,A,decl,123,refer,"
it's ",frag,,positive,anonym,type,alpha
1244,06,83,A,decl,123,refer,"
it's ",frag,,positive,punc,type,level
1245,06,84,B,yes,124,acknowledge,"
yep ",,,,punc,type,stop
1246,06,85,A,frag,125,refer,"
",frag,,positive,anonym,type,letter
1247,06,85,A,frag,125,refer,"
",frag,,positive,anonym,type,alpha
1248,06,85,A,frag,125,refer,"
",frag,,positive,anonym,type,letter
1249,06,85,A,frag,125,refer,"
",frag,,positive,anonym,type,alpha
1250,06,85,A,frag,125,refer,"
",frag,,positive,punc,type,level
1251,06,86,B,yes,126,acknowledge,"
yep ",,,,punc,type,stop
1252,06,87,A,frag,127,refer,"
",partial-decl,number-enum,positive,anonym,type,letter
1253,06,87,A,frag,127,refer,"
",partial-decl,number-enum,positive,anonym,type,alpha
1254,06,87,A,frag,127,refer,"
",partial-decl,number-enum,positive,anonym,type,letter
1255,06,87,A,frag,127,refer,"
",partial-decl,number-enum,positive,anonym,type,alpha
1256,06,87,A,frag,127,refer,"
",partial-decl,number-enum,positive,anonym,type,letter
1257,06,87,A,frag,127,refer,"
",partial-decl,number-enum,positive,anonym,type,alpha
1258,06,87,A,frag,127,refer,"
",partial-decl,number-enum,positive,punc,type,stop
1259,06,88,B,frag,128,echo-refer,"
",decl,enum,positive,anonym,type,letter
1260,06,88,B,frag,128,echo-refer,"
",decl,enum,positive,anonym,type,letter
1261,06,88,B,frag,128,echo-refer,"
",decl,enum,positive,anonym,type,letter
1262,06,88,B,frag,128,echo-refer,"
",decl,enum,positive,punc,type,stop
1263,06,89,A,dm,129,agree,"
that's correct ",tag,,,punc,type,stop
1264,06,89,A,address,130,refer,"
Mr ",decl,,positive,anonym,type,name
1265,06,89,A,address,130,refer,"
Mr ",decl,,positive,backchannel,content,right
1266,06,89,A,address,130,refer,"
Mr ",decl,,positive,punc,type,stop
1267,06,89,A,decl,131,predict,"
and the tickets will go out in the first class post tomorrow morning to you ",predict-decl,journey-time-day,positive,punc,type,stop
1268,06,90,B,dm,132,acknowledge,"
ok ",tag,,,punc,type,stop
1269,06,91,A,dm,133,init,"
so ",,,,punc,type,level
1270,06,91,A,frag,134,thank,"
thank you for calling now ",thank,,,punc,type,stop
1271,06,92,B,frag,135,thank,"
thank you ",thank-decl,,positive,punc,type,stop
1272,06,93,A,frag,136,bye,"
bye ",farewell-closing,,,punc,type,stop
1273,06,94,B,frag,137,bye,"
bye bye ",farewell-closing,,,punc,type,stop
1274,07,1,A,frag,1,greet,"
good afternoon ",greet-opening,,,punc,type,stop
1275,07,1,A,frag,2,refer,"
Virgin Trainlines ",frag,,positive,punc,type,level
1276,07,1,A,frag,3,identifySelf,"
Sandra speaking ",intro-partial-decl,,positive,punc,type,stop
1277,07,1,A,q-wh,4,reqDirect,"
for which journey do you wish to purchase a ticket ",preference2-open-query,journey,positive,punc,type,query
1278,07,2,B,dm,5,hesitate,"
er
",,,,,,
1279,07,2,B,frag,6,direct-refer,"
Wolverhampton to Euston please ",request-decl,location-to,positive,punc,type,stop
1280,07,3,A,dm,7,init,"
now
",,,,,,
1281,07,3,A,q-yn,8,reqInfo,"
do you hold a current debit or credit card ",alternative-closed-query,creditcard,positive,punc,type,query
1282,07,4,B,yes,9,answer-acknowledge,"
yeah
",,,,,,
1283,07,4,B,decl,10,elab-state,"
i do ",decl,,positive,punc,type,stop
1284,07,5,A,q-yn,11,reqInfo,"
and do you have a railcard at all ",closed-query,railcard,positive,punc,type,query
1285,07,6,B,no,12,answer-negate,"
no ",,,,punc,type,stop
1286,07,7,A,q-wh,13,reqInfo,"
how many people's travelling ",query-open-query,number-journey,positive,punc,type,query
1287,07,8,B,dm,14,hesitate,"
er
",,,,,,
1288,07,8,B,frag,15,answer-state,"
just one ",decl,number,positive,punc,type,stop
1289,07,9,A,q-wh,16,reqInfo,"
and what date you travelling out ",open-query,journey-date,positive,punc,type,query
1290,07,10,B,decl,17,answer-state,"
it's the erm the 6th of October ",decl,month-date,positive,punc,type,stop
1291,07,10,B,dm,18,hesitate,"
",,,,pause,,
1292,07,10,B,decl,19,direct-refer,"
and hopefully the business class please ",request-decl,,positive,punc,type,stop
1293,07,10,B,decl,20,state,"
the Business Advance ",decl,fare,positive,punc,type,stop
1294,07,11,A,dm,21,init,"
",,,,pause,length,8s
1295,07,11,A,dm,21,init,"
",,,,punc,type,level
1296,07,11,A,decl,22,stateIntent-hold,"
i'm just going to check that cos the fares are actually off change
",intent-report-hold-reason-constrain,fare-verify,positive,,,
1297,07,11,A,decl,23,state,"
and they've changed some of the ticket names ",report-decl,journey-name,positive,punc,type,stop
1298,07,11,A,decl,24,stateIntent-hold,"
so ",intent-exists-decl,availability-verify,positive,backchannel,content,oh right
1299,07,11,A,decl,24,stateIntent-hold,"
so ",intent-exists-decl,availability-verify,positive,pause,,
1300,07,11,A,decl,24,stateIntent-hold,"
so ",intent-exists-decl,availability-verify,positive,backchannel,content,right
1301,07,11,A,decl,24,stateIntent-hold,"
so ",intent-exists-decl,availability-verify,positive,punc,type,stop
1302,07,11,A,decl,25,state,"
but it's a different name ",constrain-decl,name,positive,punc,type,stop
1303,07,11,A,decl,26,hold,"
if you'd just like to hold the line a moment please ",hold-request-condition-decl,,positive,punc,type,stop
1304,07,12,B,dm,27,acknowledge,"
mhm ",,,,punc,type,stop
1305,07,12,B,dm,28,approve,"
fine ",,,,punc,type,stop
1306,07,12,B,frag,29,thank,"
thank you ",thank-decl,,positive,punc,type,stop
1307,07,13,A,dm,30,init,"
now ",,,,punc,type,level
1308,07,13,A,q-wh,31,reqDirect,"
what time do you like to depart on ",preference2-open-query,time-day,positive,overlap,type,start
1309,07,13,A,q-wh,31,reqDirect,"
what time do you like to depart on ",preference2-open-query,time-day,positive,punc,type,query
1310,07,14,B,decl,32,direct-state,"
it's ",request-decl-disflu,location-time-enum,positive,overlap,type,end
1311,07,14,B,decl,32,direct-state,"
it's ",request-decl-disflu,location-time-enum,positive,punc,type,stop
1312,07,15,A,decl,33,echo-reqConfirm,"
the 9:19 ",query,,positive,punc,type,query
1313,07,16,B,dm,34,confirm-acknowledge,"
mhm ",,,,punc,type,stop
1314,07,17,A,decl,35,reqConfirm,"
and it's just for one ",query,number,positive,punc,type,query
1315,07,18,B,decl,36,confirm,"
it's just for one ",decl,number,positive,punc,type,stop
1316,07,19,A,dm,37,init,"
now ",,,,punc,type,level
1317,07,19,A,q-yn,38,reqDirect,"
do you want to book the return or leave this return journey open ",alternative-preference2-closed-query,fare-booking-journey-departure,positive,punc,type,query
1318,07,20,B,q-yn,39,reqOpt,"
can i leave it open please ",request-closed-query,fare-departure,positive,punc,type,query
1319,07,21,A,yes,40,stateOpt-acknowledge,"
yes ",,,,punc,type,stop
1320,07,21,A,decl,41,elab-expressPossibility,"
you can ",poss2-decl,,positive,punc,type,stop
1321,07,22,B,frag,42,thank,"
thank you ",thank-decl,,positive,punc,type,stop
1322,07,23,A,dm,43,init,"
now ",,,,punc,type,level
1323,07,23,A,decl,44,state,"
the 9:19 for Wolverhampton arrives in Euston 11:20 ",decl,location-enum-arrival,positive,punc,type,stop
1324,07,24,B,decl,45,approve,"
that's fine ",reassurance-decl,,positive,punc,type,stop
1325,07,25,A,decl,46,stateIntent-hold,"
i'm just going to book your seat ",intent-report-hold-decl,booking,positive,punc,type,stop
1326,07,26,B,dm,47,approve,"
lovely ",,,,punc,type,stop
1327,07,27,A,dm,48,init,"
",,,,pause,,
1328,07,27,A,dm,48,init,"
",,,,punc,type,level
1329,07,27,A,dm,49,expressConviction,"
of course
",conviction,,,,,
1330,07,27,A,decl,50,state,"
that will also include your zone 7 on underground and your complimentary car parking voucher as well ",decl,enum,positive,punc,type,stop
1331,07,28,B,dm,51,acknowledge,"
right ",,,,punc,type,stop
1332,07,28,B,q-yn,52,reqInfo,"
is that got the the tea and coffee as well ",closed-frag,,positive,punc,type,level
1333,07,29,A,yes,53,answer-acknowledge,"
yes ",,,,punc,type,stop
1334,07,30,B,decl,54,approve,"
that's great ",decl,,positive,punc,type,stop
1335,07,30,B,yes,55,acknowledge,"
yes ",,,,punc,type,stop
1336,07,31,A,dm,56,init,"
now
",,,,,,
1337,07,31,A,frag,57,direct--refer,"
your surname please ",request-query,name,positive,punc,type,query
1338,07,32,B,decl,58,state,"
it's em ",decl,,positive,anonym,type,name
1339,07,32,B,decl,58,state,"
it's em ",decl,,positive,punc,type,stop
1340,07,32,B,frag,59,refer,"
",decl,,positive,anonym,type,letter
1341,07,32,B,frag,59,refer,"
",decl,,positive,anonym,type,letter
1342,07,32,B,frag,59,refer,"
",decl,,positive,anonym,type,letter
