Key,Value
data_11_dialogue_70_turn_0_decl_n,111
data_11_dialogue_70_turn_0_decl_sp-act,answ
data_11_dialogue_70_turn_0_decl_polarity,positive
data_11_dialogue_70_turn_0_decl_topic,time-location-journey
data_11_dialogue_70_turn_0_decl_mode,reason
data_11_dialogue_70_turn_0_decl_text,"
because you're ticket's going to stay at Watford "
data_11_dialogue_70_turn_0_decl_0_pause_text,
data_11_dialogue_70_turn_1_dm_n,112
data_11_dialogue_70_turn_1_dm_sp-act,init
data_11_dialogue_70_turn_1_dm_text,"
so
"
data_11_dialogue_70_turn_2_decl_n,113
data_11_dialogue_70_turn_2_decl_sp-act,answElab
data_11_dialogue_70_turn_2_decl_polarity,positive
data_11_dialogue_70_turn_2_decl_topic,time-location
data_11_dialogue_70_turn_2_decl_mode,constrain
data_11_dialogue_70_turn_2_decl_text,"
you've got to get off at Watford and get on at Watford
"
data_11_dialogue_71_turn_n,72
data_11_dialogue_71_turn_speaker,B
data_11_dialogue_71_turn_0_q-yn_n,114
data_11_dialogue_71_turn_0_q-yn_sp-act,direct
data_11_dialogue_71_turn_0_q-yn_polarity,positive
data_11_dialogue_71_turn_0_q-yn_topic,to-location-from
data_11_dialogue_71_turn_0_q-yn_mode,closed-poss1
data_11_dialogue_71_turn_0_q-yn_text,"
can i can i change the the start to "
data_11_dialogue_71_turn_0_q-yn_0_pause_text,
data_11_dialogue_71_turn_0_q-yn_1_pause_text,
data_11_dialogue_71_turn_0_q-yn_2_pause_text,
data_11_dialogue_71_turn_0_q-yn_3_pause_length,7s
data_11_dialogue_71_turn_0_q-yn_3_pause_text,
data_11_dialogue_71_turn_1_frag_n,115
data_11_dialogue_71_turn_1_frag_sp-act,expressRegret
data_11_dialogue_71_turn_1_frag_polarity,positive
data_11_dialogue_71_turn_1_frag_topic,
data_11_dialogue_71_turn_1_frag_mode,regret
data_11_dialogue_71_turn_1_frag_text,"
sorry about that
"
data_11_dialogue_72_turn_n,73
data_11_dialogue_72_turn_speaker,A
data_11_dialogue_72_turn_0_dm_n,116
data_11_dialogue_72_turn_0_dm_sp-act,init
data_11_dialogue_72_turn_0_dm_0_pause_length,2s
data_11_dialogue_72_turn_0_dm_0_pause_text,
data_11_dialogue_72_turn_1_decl_n,117
data_11_dialogue_72_turn_1_decl_sp-act,informIntent-hold-disc
data_11_dialogue_72_turn_1_decl_polarity,positive
data_11_dialogue_72_turn_1_decl_topic,day-avail-fare-verify
data_11_dialogue_72_turn_1_decl_mode,
data_11_dialogue_72_turn_1_decl_text,"
i'm just checking availability on the return on Sunday
"
data_11_dialogue_73_turn_n,74
data_11_dialogue_73_turn_speaker,B
data_11_dialogue_73_turn_0_yes_n,118
data_11_dialogue_73_turn_0_yes_sp-act,ackn
data_11_dialogue_73_turn_0_yes_text,"
yeah
"
data_11_dialogue_74_turn_n,75
data_11_dialogue_74_turn_speaker,A
data_11_dialogue_74_turn_0_frag_n,119
data_11_dialogue_74_turn_0_frag_sp-act,informIntent-hold-cont
data_11_dialogue_74_turn_0_frag_polarity,positive
data_11_dialogue_74_turn_0_frag_topic,
data_11_dialogue_74_turn_0_frag_mode,
data_11_dialogue_74_turn_0_frag_text,"
the fourth "
data_11_dialogue_74_turn_0_frag_0_pause_length,9s
data_11_dialogue_74_turn_0_frag_0_pause_text,
data_11_dialogue_74_turn_1_dm_n,120
data_11_dialogue_74_turn_1_dm_sp-act,init
data_11_dialogue_74_turn_1_dm_text,"
now
"
data_11_dialogue_74_turn_2_decl_n,121
data_11_dialogue_74_turn_2_decl_sp-act,inform
data_11_dialogue_74_turn_2_decl_polarity,positive
data_11_dialogue_74_turn_2_decl_topic,to-location-from
data_11_dialogue_74_turn_2_decl_mode,constrain
data_11_dialogue_74_turn_2_decl_text,"
 due to engineering works what you're going to have to do "
data_11_dialogue_74_turn_2_decl_0_pause_text,
data_11_dialogue_74_turn_3_decl_n,122
data_11_dialogue_74_turn_3_decl_sp-act,inform
data_11_dialogue_74_turn_3_decl_polarity,positive
data_11_dialogue_74_turn_3_decl_topic,to-from
data_11_dialogue_74_turn_3_decl_mode,exists
data_11_dialogue_74_turn_3_decl_text,"
and there's going to be a bus service from Wilmslow to Stockport
"
data_11_dialogue_75_turn_n,76
data_11_dialogue_75_turn_speaker,B
data_11_dialogue_75_turn_0_dm_n,123
data_11_dialogue_75_turn_0_dm_sp-act,ackn
data_11_dialogue_75_turn_0_dm_polarity,positive
data_11_dialogue_75_turn_0_dm_0_pause_length,3s
data_11_dialogue_75_turn_0_dm_0_pause_text,
data_11_dialogue_75_turn_0_dm_1_pause_length,3s
data_11_dialogue_75_turn_0_dm_1_pause_text,
data_11_dialogue_76_turn_n,77
data_11_dialogue_76_turn_speaker,A
data_11_dialogue_76_turn_0_decl_n,124
data_11_dialogue_76_turn_0_decl_sp-act,inform
data_11_dialogue_76_turn_0_decl_polarity,positive
data_11_dialogue_76_turn_0_decl_topic,
data_11_dialogue_76_turn_0_decl_mode,abandon-constrain
data_11_dialogue_76_turn_0_decl_0_pause_text,
data_11_dialogue_76_turn_1_decl_n,125
data_11_dialogue_76_turn_1_decl_sp-act,informIntent-hold
data_11_dialogue_76_turn_1_decl_polarity,positive
data_11_dialogue_76_turn_1_decl_topic,location-from-verify
data_11_dialogue_76_turn_1_decl_mode,intent
data_11_dialogue_76_turn_1_decl_text,"
i'm just checking that from Euston
"
data_11_dialogue_77_turn_n,78
data_11_dialogue_77_turn_speaker,B
data_11_dialogue_77_turn_0_yes_n,126
data_11_dialogue_77_turn_0_yes_sp-act,ackn
data_11_dialogue_77_turn_0_yes_text,"
yeah "
data_11_dialogue_77_turn_0_yes_0_pause_text,
data_11_dialogue_77_turn_1_q-yn_n,127
data_11_dialogue_77_turn_1_q-yn_sp-act,direct
data_11_dialogue_77_turn_1_q-yn_polarity,positive
data_11_dialogue_77_turn_1_q-yn_topic,from
data_11_dialogue_77_turn_1_q-yn_mode,closed
data_11_dialogue_77_turn_1_q-yn_text,"
can i get originally from Wilmslow in that case "
data_11_dialogue_77_turn_1_q-yn_0_pause_text,
data_11_dialogue_77_turn_2_q-yn_n,128
data_11_dialogue_77_turn_2_q-yn_sp-act,direct
data_11_dialogue_77_turn_2_q-yn_polarity,positive
data_11_dialogue_77_turn_2_q-yn_topic,to-location
data_11_dialogue_77_turn_2_q-yn_mode,closed
data_11_dialogue_77_turn_2_q-yn_text,"
can i catch the Wilmslow to "
data_11_dialogue_77_turn_2_q-yn_0_pause_text,
data_11_dialogue_77_turn_3_frag_n,129
data_11_dialogue_77_turn_3_frag_sp-act,direct
data_11_dialogue_77_turn_3_frag_polarity,positive
data_11_dialogue_77_turn_3_frag_topic,to-location
data_11_dialogue_77_turn_3_frag_mode,intent-closure
data_11_dialogue_77_turn_3_frag_text,"
and then i'll get Euston to Wilmslow
"
data_11_dialogue_77_turn_4_decl_n,130
data_11_dialogue_77_turn_4_decl_sp-act,inform
data_11_dialogue_77_turn_4_decl_polarity,positive
data_11_dialogue_77_turn_4_decl_topic,
data_11_dialogue_77_turn_4_decl_mode,reasonIntent
data_11_dialogue_77_turn_4_decl_text,"
cos i'll drive park my car there "
data_11_dialogue_77_turn_4_decl_0_pause_length,5s
data_11_dialogue_77_turn_4_decl_0_pause_text,
data_11_dialogue_77_turn_5_frag_n,131
data_11_dialogue_77_turn_5_frag_sp-act,expressRegret
data_11_dialogue_77_turn_5_frag_polarity,positive
data_11_dialogue_77_turn_5_frag_topic,
data_11_dialogue_77_turn_5_frag_mode,regret
data_11_dialogue_77_turn_5_frag_text,"
sorry about this
"
data_11_dialogue_78_turn_n,79
data_11_dialogue_78_turn_speaker,A
data_11_dialogue_78_turn_0_decl_n,132
data_11_dialogue_78_turn_0_decl_sp-act,inform
data_11_dialogue_78_turn_0_decl_polarity,negative
data_11_dialogue_78_turn_0_decl_topic,journey-day
data_11_dialogue_78_turn_0_decl_mode,
data_11_dialogue_78_turn_0_decl_text,"
i'm afraid that's not possible with that type of ticket for travelling tomorrow
"
data_11_dialogue_79_turn_n,80
data_11_dialogue_79_turn_speaker,B
data_11_dialogue_79_turn_0_q-wh_n,133
data_11_dialogue_79_turn_0_q-wh_sp-act,reqInfo
data_11_dialogue_79_turn_0_q-wh_polarity,negative
data_11_dialogue_79_turn_0_q-wh_topic,
data_11_dialogue_79_turn_0_q-wh_mode,open
data_11_dialogue_79_turn_0_q-wh_0_pause_text,
data_11_dialogue_80_turn_n,81
data_11_dialogue_80_turn_speaker,A
data_11_dialogue_80_turn_0_q-yn_n,134
data_11_dialogue_80_turn_0_q-yn_sp-act,answ
data_11_dialogue_80_turn_0_q-yn_polarity,positive
data_11_dialogue_80_turn_0_q-yn_topic,enum-from
data_11_dialogue_80_turn_0_q-yn_mode,closed-reason
data_11_dialogue_80_turn_0_q-yn_text,"
cos the last direct direct service "
data_11_dialogue_80_turn_0_q-yn_0_pause_text,
data_11_dialogue_81_turn_n,82
data_11_dialogue_81_turn_speaker,B
data_11_dialogue_81_turn_0_frag_n,135
data_11_dialogue_81_turn_0_frag_sp-act,echo
data_11_dialogue_81_turn_0_frag_polarity,positive
data_11_dialogue_81_turn_0_frag_topic,enum
data_11_dialogue_81_turn_0_frag_mode,closure
data_11_dialogue_81_turn_0_frag_text,"
17 14
"
data_11_dialogue_82_turn_n,83
data_11_dialogue_82_turn_speaker,A
data_11_dialogue_82_turn_0_yes_n,136
data_11_dialogue_82_turn_0_yes_sp-act,ackn
data_11_dialogue_82_turn_0_yes_text,"
yeah "
data_11_dialogue_82_turn_0_yes_0_pause_text,
data_11_dialogue_82_turn_1_decl_n,137
data_11_dialogue_82_turn_1_decl_sp-act,answElab
data_11_dialogue_82_turn_1_decl_polarity,negative
data_11_dialogue_82_turn_1_decl_topic,avail
data_11_dialogue_82_turn_1_decl_mode,
data_11_dialogue_82_turn_1_decl_text,"
and that's not available
"
data_11_dialogue_82_turn_2_frag_n,138
data_11_dialogue_82_turn_2_frag_sp-act,refer
data_11_dialogue_82_turn_2_frag_polarity,positive
data_11_dialogue_82_turn_2_frag_topic,fare
data_11_dialogue_82_turn_2_frag_mode,deixis
data_11_dialogue_82_turn_2_frag_text,"
now with the super advance
"
data_11_dialogue_83_turn_n,84
data_11_dialogue_83_turn_speaker,B
data_11_dialogue_83_turn_0_dm_n,139
data_11_dialogue_83_turn_0_dm_sp-act,ackn
data_11_dialogue_83_turn_0_dm_polarity,positive
data_11_dialogue_83_turn_0_dm_text,"
ok "
data_11_dialogue_83_turn_0_dm_0_pause_text,
data_11_dialogue_83_turn_1_dm_n,140
data_11_dialogue_83_turn_1_dm_sp-act,ackn
data_11_dialogue_83_turn_1_dm_polarity,positive
data_11_dialogue_83_turn_1_dm_text,"
erm "
data_11_dialogue_83_turn_1_dm_0_pause_length,3s
data_11_dialogue_83_turn_1_dm_0_pause_text,
data_11_dialogue_83_turn_2_decl_n,141
data_11_dialogue_83_turn_2_decl_sp-act,informIntent
data_11_dialogue_83_turn_2_decl_polarity,positive
data_11_dialogue_83_turn_2_decl_topic,from
data_11_dialogue_83_turn_2_decl_mode,intent
data_11_dialogue_83_turn_2_decl_text,"
i'll just catch a cab from Wilmslow
"
data_11_dialogue_83_turn_3_decl_n,142
data_11_dialogue_83_turn_3_decl_sp-act,accept
data_11_dialogue_83_turn_3_decl_polarity,positive
data_11_dialogue_83_turn_3_decl_topic,
data_11_dialogue_83_turn_3_decl_mode,reassurance
data_11_dialogue_83_turn_3_decl_text,"
that's alright "
data_11_dialogue_83_turn_3_decl_0_pause_text,
data_11_dialogue_83_turn_4_q-wh_n,143
data_11_dialogue_83_turn_4_q-wh_sp-act,reqInfo
data_11_dialogue_83_turn_4_q-wh_polarity,positive
data_11_dialogue_83_turn_4_q-wh_topic,time-to
data_11_dialogue_83_turn_4_q-wh_mode,open
data_11_dialogue_83_turn_4_q-wh_text,"
what time will i get into Wilmslow "
data_11_dialogue_83_turn_4_q-wh_0_pause_text,
data_11_dialogue_83_turn_5_dm_n,144
data_11_dialogue_83_turn_5_dm_sp-act,init
data_11_dialogue_83_turn_5_dm_text,"
if "
data_11_dialogue_83_turn_5_dm_0_pause_text,
data_11_dialogue_83_turn_6_q-wh_n,145
data_11_dialogue_83_turn_6_q-wh_sp-act,reqInfo
data_11_dialogue_83_turn_6_q-wh_polarity,positive
data_11_dialogue_83_turn_6_q-wh_topic,to-location-from-avail
data_11_dialogue_83_turn_6_q-wh_mode,open
data_11_dialogue_83_turn_6_q-wh_text,"
what what what availability do you have er from Euston to Wilmslow
"
data_11_dialogue_84_turn_n,85
data_11_dialogue_84_turn_speaker,A
data_11_dialogue_84_turn_0_decl_n,146
data_11_dialogue_84_turn_0_decl_sp-act,informIntent-hold
data_11_dialogue_84_turn_0_decl_polarity,positive
data_11_dialogue_84_turn_0_decl_topic,verify
data_11_dialogue_84_turn_0_decl_mode,intent-closure
data_11_dialogue_84_turn_0_decl_text,"
i'm just checking that for you
"
data_11_dialogue_85_turn_n,86
data_11_dialogue_85_turn_speaker,B
data_11_dialogue_85_turn_0_frag_n,147
data_11_dialogue_85_turn_0_frag_sp-act,thank
data_11_dialogue_85_turn_0_frag_mode,
data_11_dialogue_85_turn_0_frag_text,"
thank you
"
data_11_dialogue_86_turn_n,87
data_11_dialogue_86_turn_speaker,A
data_11_dialogue_86_turn_0_dm_n,148
data_11_dialogue_86_turn_0_dm_sp-act,init
data_11_dialogue_86_turn_0_dm_0_pause_length,14s
data_11_dialogue_86_turn_0_dm_0_pause_text,
data_11_dialogue_86_turn_1_decl_n,149
data_11_dialogue_86_turn_1_decl_sp-act,inform
data_11_dialogue_86_turn_1_decl_polarity,positive
data_11_dialogue_86_turn_1_decl_topic,time-location-departure-from
data_11_dialogue_86_turn_1_decl_mode,alternative
data_11_dialogue_86_turn_1_decl_text,"
it's either a 13 00 departure "
data_11_dialogue_86_turn_1_decl_0_pause_text,
data_11_dialogue_87_turn_n,88
data_11_dialogue_87_turn_speaker,B
data_11_dialogue_87_turn_0_frag_n,150
data_11_dialogue_87_turn_0_frag_sp-act,exclaim
data_11_dialogue_87_turn_0_frag_polarity,positive
data_11_dialogue_87_turn_0_frag_topic,
data_11_dialogue_87_turn_0_frag_mode,expletive
data_11_dialogue_87_turn_0_frag_0_pause_text,
data_11_dialogue_87_turn_1_decl_n,151
data_11_dialogue_87_turn_1_decl_sp-act,reqInfo
data_11_dialogue_87_turn_1_decl_polarity,positive
data_11_dialogue_87_turn_1_decl_topic,
data_11_dialogue_87_turn_1_decl_mode,exists
data_11_dialogue_87_turn_1_decl_text,"
there's nothing else
"
data_11_dialogue_88_turn_n,89
data_11_dialogue_88_turn_speaker,A
data_11_dialogue_88_turn_0_frag_n,152
data_11_dialogue_88_turn_0_frag_sp-act,answ
data_11_dialogue_88_turn_0_frag_polarity,negative
data_11_dialogue_88_turn_0_frag_topic,fare
data_11_dialogue_88_turn_0_frag_mode,
data_11_dialogue_88_turn_0_frag_text,"
not for the super advance no
"
data_11_dialogue_89_turn_n,90
data_11_dialogue_89_turn_speaker,B
data_11_dialogue_89_turn_0_q-wh_n,153
data_11_dialogue_89_turn_0_q-wh_sp-act,reqInfo
data_11_dialogue_89_turn_0_q-wh_polarity,positive
data_11_dialogue_89_turn_0_q-wh_topic,enum
data_11_dialogue_89_turn_0_q-wh_mode,open
data_11_dialogue_89_turn_0_q-wh_text,"
what about the next "
data_11_dialogue_89_turn_0_q-wh_0_pause_text,
data_11_dialogue_90_turn_n,91
data_11_dialogue_90_turn_speaker,A
data_11_dialogue_90_turn_0_dm_n,154
data_11_dialogue_90_turn_0_dm_sp-act,init
data_11_dialogue_90_turn_0_dm_text,"
well
"
data_11_dialogue_90_turn_1_frag_n,155
data_11_dialogue_90_turn_1_frag_sp-act,refer
data_11_dialogue_90_turn_1_frag_polarity,positive
data_11_dialogue_90_turn_1_frag_topic,enum
data_11_dialogue_90_turn_1_frag_mode,
data_11_dialogue_90_turn_1_frag_text,"
to get the 19 00 train "
data_11_dialogue_90_turn_1_frag_0_backchannel_content,yes
data_11_dialogue_90_turn_1_frag_0_backchannel_text,
data_11_dialogue_90_turn_2_decl_n,156
data_11_dialogue_90_turn_2_decl_sp-act,answ
data_11_dialogue_90_turn_2_decl_polarity,positive
data_11_dialogue_90_turn_2_decl_topic,fare-railcard
data_11_dialogue_90_turn_2_decl_mode,constrain
data_11_dialogue_90_turn_2_decl_text,"
you're going to have to get the saver return which is 30 pounds "
data_11_dialogue_90_turn_2_decl_0_pause_text,
data_11_dialogue_90_turn_2_decl_1_pause_text,
data_11_dialogue_90_turn_3_decl_n,157
data_11_dialogue_90_turn_3_decl_sp-act,answElab
data_11_dialogue_90_turn_3_decl_polarity,negative
data_11_dialogue_90_turn_3_decl_topic,fare
data_11_dialogue_90_turn_3_decl_mode,
data_11_dialogue_90_turn_3_decl_text,"
you're not able to get the super advance
"
data_11_dialogue_91_turn_n,92
data_11_dialogue_91_turn_speaker,B
data_11_dialogue_91_turn_0_frag_n,158
data_11_dialogue_91_turn_0_frag_sp-act,exclaim
data_11_dialogue_91_turn_0_frag_polarity,positive
data_11_dialogue_91_turn_0_frag_topic,
data_11_dialogue_91_turn_0_frag_mode,partial-expletive
data_11_dialogue_91_turn_0_frag_0_pause_length,3s
data_11_dialogue_91_turn_0_frag_0_pause_text,
data_11_dialogue_91_turn_1_dm_n,159
data_11_dialogue_91_turn_1_dm_sp-act,init
data_11_dialogue_91_turn_1_dm_0_pause_text,
data_11_dialogue_91_turn_2_q-wh_n,160
data_11_dialogue_91_turn_2_q-wh_sp-act,reqInfo
data_11_dialogue_91_turn_2_q-wh_polarity,positive
data_11_dialogue_91_turn_2_q-wh_topic,time
data_11_dialogue_91_turn_2_q-wh_mode,
data_11_dialogue_91_turn_2_q-wh_text,"
21 00 gets me into what Wilmslow at what time
"
data_11_dialogue_92_turn_n,93
data_11_dialogue_92_turn_speaker,A
data_11_dialogue_92_turn_0_frag_n,161
data_11_dialogue_92_turn_0_frag_sp-act,informIntent-hold
data_11_dialogue_92_turn_0_frag_polarity,positive
data_11_dialogue_92_turn_0_frag_topic,to-enum-verify
data_11_dialogue_92_turn_0_frag_mode,
data_11_dialogue_92_turn_0_frag_text,"
just check that "
data_11_dialogue_92_turn_0_frag_0_pause_length,2s
data_11_dialogue_92_turn_0_frag_0_pause_text,
data_11_dialogue_92_turn_1_frag_n,162
data_11_dialogue_92_turn_1_frag_sp-act,answ
data_11_dialogue_92_turn_1_frag_polarity,positive
data_11_dialogue_92_turn_1_frag_topic,arrival-time
data_11_dialogue_92_turn_1_frag_mode,
data_11_dialogue_92_turn_1_frag_text,"
gets you into Wilmslow for 23 23 "
data_11_dialogue_92_turn_1_frag_0_pause_text,
data_11_dialogue_92_turn_2_decl_n,163
data_11_dialogue_92_turn_2_decl_sp-act,answElab
data_11_dialogue_92_turn_2_decl_polarity,positive
data_11_dialogue_92_turn_2_decl_topic,time-departure-arrival
data_11_dialogue_92_turn_2_decl_mode,
data_11_dialogue_92_turn_2_decl_text,"
then the bus is departing at 23 30 "
data_11_dialogue_92_turn_2_decl_0_backchannel_content,h
data_11_dialogue_92_turn_2_decl_0_backchannel_text,
data_11_dialogue_92_turn_2_decl_1_pause_text,
data_11_dialogue_93_turn_n,94
data_11_dialogue_93_turn_speaker,B
data_11_dialogue_93_turn_0_frag_n,164
data_11_dialogue_93_turn_0_frag_sp-act,exclaim
data_11_dialogue_93_turn_0_frag_polarity,positive
data_11_dialogue_93_turn_0_frag_topic,
data_11_dialogue_93_turn_0_frag_mode,expletive
data_11_dialogue_93_turn_0_frag_text,"
god "
data_11_dialogue_93_turn_0_frag_0_pause_length,8s
data_11_dialogue_93_turn_0_frag_0_pause_text,
data_11_dialogue_93_turn_1_dm_n,165
data_11_dialogue_93_turn_1_dm_sp-act,init
data_11_dialogue_93_turn_1_dm_text,"
well
"
data_11_dialogue_93_turn_2_q-wh_n,166
data_11_dialogue_93_turn_2_q-wh_sp-act,reqInfo
data_11_dialogue_93_turn_2_q-wh_polarity,positive
data_11_dialogue_93_turn_2_q-wh_topic,time-booking
data_11_dialogue_93_turn_2_q-wh_mode,open-constrain
data_11_dialogue_93_turn_2_q-wh_text,"
when when do i have to book this by "
data_11_dialogue_93_turn_2_q-wh_0_pause_text,
data_11_dialogue_93_turn_2_q-wh_1_overlap_type,start
data_11_dialogue_93_turn_2_q-wh_1_overlap_text,
data_11_dialogue_93_turn_3_frag_n,167
data_11_dialogue_93_turn_3_frag_sp-act,uninterpretable
data_11_dialogue_93_turn_3_frag_polarity,positive
data_11_dialogue_93_turn_3_frag_topic,
data_11_dialogue_93_turn_3_frag_mode,abandon-partial-closure
data_11_dialogue_93_turn_3_frag_text,"
er i
"
data_11_dialogue_94_turn_n,95
data_11_dialogue_94_turn_speaker,A
data_11_dialogue_94_turn_0_dm_n,168
data_11_dialogue_94_turn_0_dm_sp-act,init
data_11_dialogue_94_turn_0_dm_text,"
well
"
data_11_dialogue_94_turn_1_frag_n,169
data_11_dialogue_94_turn_1_frag_sp-act,inform
data_11_dialogue_94_turn_1_frag_polarity,positive
data_11_dialogue_94_turn_1_frag_topic,booking
data_11_dialogue_94_turn_1_frag_mode,
data_11_dialogue_94_turn_1_frag_0_overlap_type,end
data_11_dialogue_94_turn_1_frag_0_overlap_text,
data_11_dialogue_95_turn_n,96
data_11_dialogue_95_turn_speaker,B
data_11_dialogue_95_turn_0_q-yn_n,170
data_11_dialogue_95_turn_0_q-yn_sp-act,reqInfo
data_11_dialogue_95_turn_0_q-yn_polarity,positive
data_11_dialogue_95_turn_0_q-yn_topic,
data_11_dialogue_95_turn_0_q-yn_mode,closed
data_11_dialogue_95_turn_0_q-yn_text,"
complete are you going to let me do it
"
data_11_dialogue_96_turn_n,97
data_11_dialogue_96_turn_speaker,A
data_11_dialogue_96_turn_0_decl_n,171
data_11_dialogue_96_turn_0_decl_sp-act,answ
data_11_dialogue_96_turn_0_decl_polarity,positive
data_11_dialogue_96_turn_0_decl_topic,booking
data_11_dialogue_96_turn_0_decl_mode,poss1
data_11_dialogue_96_turn_0_decl_0_pause_text,
data_11_dialogue_96_turn_1_yes_n,172
data_11_dialogue_96_turn_1_yes_sp-act,ackn
data_11_dialogue_96_turn_1_yes_text,"
yeah
"
data_11_dialogue_96_turn_2_decl_n,173
data_11_dialogue_96_turn_2_decl_sp-act,answElab
data_11_dialogue_96_turn_2_decl_polarity,positive
data_11_dialogue_96_turn_2_decl_topic,
data_11_dialogue_96_turn_2_decl_mode,condition
data_11_dialogue_96_turn_2_decl_text,"
if it if the system lets me book it "
data_11_dialogue_96_turn_2_decl_0_pause_text,
data_11_dialogue_96_turn_3_decl_n,174
data_11_dialogue_96_turn_3_decl_sp-act,inform
data_11_dialogue_96_turn_3_decl_polarity,positive
data_11_dialogue_96_turn_3_decl_topic,number-booking
data_11_dialogue_96_turn_3_decl_mode,
data_11_dialogue_96_turn_3_decl_text,"
i've already booked out one
"
data_11_dialogue_96_turn_4_decl_n,175
data_11_dialogue_96_turn_4_decl_sp-act,inform
data_11_dialogue_96_turn_4_decl_polarity,positive
data_11_dialogue_96_turn_4_decl_topic,fare-booking
data_11_dialogue_96_turn_4_decl_mode,constrain
data_11_dialogue_96_turn_4_decl_text,"
but it just depends on what the system's going to let me book the return "
data_11_dialogue_96_turn_4_decl_0_pause_text,
data_11_dialogue_96_turn_5_decl_n,176
data_11_dialogue_96_turn_5_decl_sp-act,inform
data_11_dialogue_96_turn_5_decl_polarity,positive
data_11_dialogue_96_turn_5_decl_topic,booking
data_11_dialogue_96_turn_5_decl_mode,reason
data_11_dialogue_96_turn_5_decl_text,"
because it is past the booking deadline
"
data_11_dialogue_96_turn_6_decl_n,177
data_11_dialogue_96_turn_6_decl_sp-act,inform
data_11_dialogue_96_turn_6_decl_polarity,positive
data_11_dialogue_96_turn_6_decl_topic,booking
data_11_dialogue_96_turn_6_decl_mode,reason
data_11_dialogue_96_turn_6_decl_text,"
because the system could a... actually cut me off trying to book
"
data_11_dialogue_97_turn_n,98
data_11_dialogue_97_turn_speaker,B
data_11_dialogue_97_turn_0_dm_n,178
data_11_dialogue_97_turn_0_dm_sp-act,ackn
data_11_dialogue_97_turn_0_dm_polarity,positive
data_11_dialogue_97_turn_0_dm_text,"
ok well
"
data_11_dialogue_97_turn_1_imp_n,179
data_11_dialogue_97_turn_1_imp_sp-act,suggest
data_11_dialogue_97_turn_1_imp_polarity,positive
data_11_dialogue_97_turn_1_imp_topic,
data_11_dialogue_97_turn_1_imp_mode,
data_11_dialogue_97_turn_1_imp_text,"
let's try "
data_11_dialogue_97_turn_1_imp_0_pause_text,
data_11_dialogue_97_turn_2_decl_n,180
data_11_dialogue_97_turn_2_decl_sp-act,expressWish
data_11_dialogue_97_turn_2_decl_polarity,positive
data_11_dialogue_97_turn_2_decl_topic,preference-enum-booking
data_11_dialogue_97_turn_2_decl_mode,intent
data_11_dialogue_97_turn_2_decl_text,"
em i want to try and book that coming back on the on the 19 00
"
data_11_dialogue_98_turn_n,99
data_11_dialogue_98_turn_speaker,A
data_11_dialogue_98_turn_0_decl_n,181
data_11_dialogue_98_turn_0_decl_sp-act,inform
data_11_dialogue_98_turn_0_decl_polarity,negative
data_11_dialogue_98_turn_0_decl_topic,enum
data_11_dialogue_98_turn_0_decl_mode,poss2
data_11_dialogue_98_turn_0_decl_text,"
you can't get the 19 00 "
data_11_dialogue_98_turn_0_decl_0_pause_text,
data_11_dialogue_98_turn_1_frag_n,182
data_11_dialogue_98_turn_1_frag_sp-act,inform
data_11_dialogue_98_turn_1_frag_polarity,negative
data_11_dialogue_98_turn_1_frag_topic,fare
data_11_dialogue_98_turn_1_frag_mode,
data_11_dialogue_98_turn_1_frag_text,"
not with the super advance
"
data_11_dialogue_99_turn_n,100
data_11_dialogue_99_turn_speaker,B
data_11_dialogue_99_turn_0_yes_n,183
data_11_dialogue_99_turn_0_yes_sp-act,ackn
data_11_dialogue_99_turn_0_yes_text,"
yeah
"
data_11_dialogue_99_turn_1_decl_n,184
data_11_dialogue_99_turn_1_decl_sp-act,informIntent
data_11_dialogue_99_turn_1_decl_polarity,positive
data_11_dialogue_99_turn_1_decl_topic,
data_11_dialogue_99_turn_1_decl_mode,intent
data_11_dialogue_99_turn_1_decl_text,"
i'll pay the extra money "
data_11_dialogue_99_turn_1_decl_0_pause_length,5s
data_11_dialogue_99_turn_1_decl_0_pause_text,
data_11_dialogue_99_turn_2_decl_n,185
data_11_dialogue_99_turn_2_decl_sp-act,inform
data_11_dialogue_99_turn_2_decl_polarity,positive
data_11_dialogue_99_turn_2_decl_topic,
data_11_dialogue_99_turn_2_decl_mode,poss1-condition
data_11_dialogue_99_turn_2_decl_text,"
and if i can get out "
data_11_dialogue_99_turn_2_decl_0_pause_text,
data_11_dialogue_99_turn_3_q-yn_n,186
data_11_dialogue_99_turn_3_q-yn_sp-act,direct
data_11_dialogue_99_turn_3_q-yn_polarity,positive
data_11_dialogue_99_turn_3_q-yn_topic,journey
data_11_dialogue_99_turn_3_q-yn_mode,closed
data_11_dialogue_99_turn_3_q-yn_text,"
can you change the outward journey
"
data_11_dialogue_100_turn_n,101
data_11_dialogue_100_turn_speaker,A
data_11_dialogue_100_turn_0_frag_n,187
data_11_dialogue_100_turn_0_frag_sp-act,reqInfo
data_11_dialogue_100_turn_0_frag_polarity,positive
data_11_dialogue_100_turn_0_frag_topic,
data_11_dialogue_100_turn_0_frag_mode,partial
data_11_dialogue_100_turn_0_frag_text,"
from
"
data_11_dialogue_101_turn_n,102
data_11_dialogue_101_turn_speaker,B
data_11_dialogue_101_turn_0_frag_n,188
data_11_dialogue_101_turn_0_frag_sp-act,answ
data_11_dialogue_101_turn_0_frag_polarity,positive
