Call_ID,Speaker,Conversation,Start,End,ConversationLower,ConversationLowerJoin,ConversationLowerJoinContracts,ConversationLowerJoinContractsNums,ConversationLowerJoinContractsNumsNoPunct,ConversationLowerJoinContractsNumsNoPunctTokens,ConversationLowerJoinContractsNumsNoPunctTokensSpell,ConversationLowerJoinContractsNumsNoPunctTokensSpellStem,ConversationLowerJoinContractsNumsNoPunctTokensSpellLemma,ConversationLowerJoinContractsNumsNoPunctTokensSpellNoStop,ConversationLowerJoinContractsNumsNoPunctTokensSpellLemmaNoStop
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,Do I Tell you.,73,77,do i tell you.,do i tell you.,do i tell you.,do i tell #,do i tell,"['do', 'i', 'tell']","['do', 'i', 'tell']","['do', 'i', 'tell']","['do', 'i', 'tell']",['tell'],['tell']
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,Yes please,78,81,yes please,yes please,yes please,yes please,yes please,"['yes', 'please']","['yes', 'please']","['ye', 'pleas']","['yes', 'please']","['yes', 'please']","['yes', 'please']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,or you 310877.,82,84,or you 310877.,or you 310877.,or you 310877.,or you ##,or you,"['or', 'you']","['or', 'you']","['or', 'you']","['or', 'you']",[],[]
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,So I can I help you today.,90,91,so i can i help you today.,so i can i help you today.,so i can i help you today.,so i can i help you #,so i can i help you,"['so', 'i', 'can', 'i', 'help', 'you']","['so', 'i', 'can', 'i', 'help', 'you']","['so', 'i', 'can', 'i', 'help', 'you']","['so', 'i', 'can', 'i', 'help', 'you']",['help'],['help']
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,I put $800 on my line rather is that the other day as it comes through,92,95,i put $800 on my line rather is that the other day as it comes through,i put $800 on my line rather is that the other day as it comes through,i put $800 on my line rather is that the other day as it comes through,i put $# on my line rather is that the other day as it comes through,i put  on my line rather is that the other day as it comes through,"['i', 'put', 'on', 'my', 'line', 'rather', 'is', 'that', 'the', 'other', 'day', 'as', 'it', 'comes', 'through']","['i', 'put', 'on', 'my', 'line', 'rather', 'is', 'that', 'the', 'other', 'day', 'as', 'it', 'comes', 'through']","['i', 'put', 'on', 'my', 'line', 'rather', 'is', 'that', 'the', 'other', 'day', 'as', 'it', 'come', 'through']","['i', 'put', 'on', 'my', 'line', 'rather', 'be', 'that', 'the', 'other', 'day', 'as', 'it', 'come', 'through']","['put', 'line', 'rather', 'day', 'comes']","['put', 'line', 'rather', 'day', 'come']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,Just give me a second.,96,99,just give me a second.,just give me a second.,just give me a second.,just give me a #,just give me a,"['just', 'give', 'me', 'a']","['just', 'give', 'me', 'a']","['just', 'give', 'me', 'a']","['just', 'give', 'me', 'a']",['give'],['give']
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,I saw that go through yeah that went through on the 15th.,100,102,i saw that go through yeah that went through on the 15th.,i saw that go through yeah that went through on the 15th.,i saw that go through yeah that went through on the 15th.,i saw that go through yeah that went through on the ##,i saw that go through yeah that went through on the,"['i', 'saw', 'that', 'go', 'through', 'yeah', 'that', 'went', 'through', 'on', 'the']","['i', 'saw', 'that', 'go', 'through', 'yeah', 'that', 'went', 'through', 'on', 'the']","['i', 'saw', 'that', 'go', 'through', 'yeah', 'that', 'went', 'through', 'on', 'the']","['i', 'saw', 'that', 'go', 'through', 'yeah', 'that', 'go', 'through', 'on', 'the']","['saw', 'go', 'yeah', 'went']","['saw', 'go', 'yeah', 'go']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,yep the 800 was it.,103,104,yep the 800 was it.,yep the 800 was it.,yep the 800 was it.,yep the # was #,yep the  was,"['yep', 'the', 'was']","['yep', 'the', 'was']","['yep', 'the', 'wa']","['yep', 'the', 'be']",['yep'],['yep']
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,Yes $800 and has it been,105,110,yes $800 and has it been,yes $800 and has it been,yes $800 and has it been,yes $# and has it been,yes  and has it been,"['yes', 'and', 'has', 'it', 'been']","['yes', 'and', 'has', 'it', 'been']","['ye', 'and', 'ha', 'it', 'been']","['yes', 'and', 'have', 'it', 'be']",['yes'],['yes']
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,Something else taking out of that apart from the IG stuff it's been over a $600 amount taking out from booked holiday house and I'm wondering if that's come out to because,111,112,something else taking out of that apart from the ig stuff it's been over a $600 amount taking out from booked holiday house and i'm wondering if that's come out to because,something else taking out of that apart from the ig stuff it's been over a $600 amount taking out from booked holiday house and i'm wondering if that's come out to because,something else taking out of that apart from the ig stuff it is been over a $600 amount taking out from booked holiday house and i am wondering if that is come out to because,something else taking out of that apart from the ig stuff it is been over a $# amount taking out from booked holiday house and i am wondering if that is come out to because,something else taking out of that apart from the ig stuff it is been over a  amount taking out from booked holiday house and i am wondering if that is come out to because,"['something', 'else', 'taking', 'out', 'of', 'that', 'apart', 'from', 'the', 'ig', 'stuff', 'it', 'is', 'been', 'over', 'a', 'amount', 'taking', 'out', 'from', 'booked', 'holiday', 'house', 'and', 'i', 'am', 'wondering', 'if', 'that', 'is', 'come', 'out', 'to', 'because']","['something', 'else', 'taking', 'out', 'of', 'that', 'apart', 'from', 'the', 'ig', 'stuff', 'it', 'is', 'been', 'over', 'a', 'amount', 'taking', 'out', 'from', 'booked', 'holiday', 'house', 'and', 'i', 'am', 'wondering', 'if', 'that', 'is', 'come', 'out', 'to', 'because']","['someth', 'els', 'take', 'out', 'of', 'that', 'apart', 'from', 'the', 'ig', 'stuff', 'it', 'is', 'been', 'over', 'a', 'amount', 'take', 'out', 'from', 'book', 'holiday', 'hous', 'and', 'i', 'am', 'wonder', 'if', 'that', 'is', 'come', 'out', 'to', 'becaus']","['something', 'else', 'take', 'out', 'of', 'that', 'apart', 'from', 'the', 'ig', 'stuff', 'it', 'be', 'be', 'over', 'a', 'amount', 'take', 'out', 'from', 'book', 'holiday', 'house', 'and', 'i', 'be', 'wonder', 'if', 'that', 'be', 'come', 'out', 'to', 'because']","['something', 'else', 'taking', 'apart', 'ig', 'stuff', 'amount', 'taking', 'booked', 'holiday', 'house', 'wondering', 'come']","['something', 'else', 'take', 'apart', 'ig', 'stuff', 'amount', 'take', 'book', 'holiday', 'house', 'wonder', 'come']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,'s Bob and stop .,119,120,'s bob and stop .,'s bob and stop .,'s bob and stop .,'s bob and stop #,s bob and stop,"['s', 'bob', 'and', 'stop']","['s', 'bob', 'and', 'stop']","['s', 'bob', 'and', 'stop']","['s', 'bob', 'and', 'stop']","['bob', 'stop']","['bob', 'stop']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,Five 7121 did that come out yesterday.,123,124,five 7121 did that come out yesterday.,five 7121 did that come out yesterday.,five 7121 did that come out yesterday.,# # did that come out #,did that come out,"['did', 'that', 'come', 'out']","['did', 'that', 'come', 'out']","['did', 'that', 'come', 'out']","['do', 'that', 'come', 'out']",['come'],['come']
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,that came out,125,127,that came out,that came out,that came out,that came out,that came out,"['that', 'came', 'out']","['that', 'came', 'out']","['that', 'came', 'out']","['that', 'come', 'out']",['came'],['come']
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,A 09 hours later.,131,135,a 09 hours later.,a 09 hours later.,a 09 hours later.,a # hours #,a  hours,"['a', 'hours']","['a', 'hours']","['a', 'hour']","['a', 'hours']",['hours'],['hours']
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,So yes.,136,141,so yes.,so yes.,so yes.,so #,so,['so'],['so'],['so'],['so'],[],[]
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,Yet,142,144,yet,yet,yet,yet,yet,['yet'],['yet'],['yet'],['yet'],['yet'],['yet']
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,From space.,145,148,from space.,from space.,from space.,from #,from,['from'],['from'],['from'],['from'],[],[]
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,So that did go out.,158,160,so that did go out.,so that did go out.,so that did go out.,so that did go #,so that did go,"['so', 'that', 'did', 'go']","['so', 'that', 'did', 'go']","['so', 'that', 'did', 'go']","['so', 'that', 'do', 'go']",['go'],['go']
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,Okay thank you very much that that's all I need tonight.,161,163,okay thank you very much that that's all i need tonight.,okay thank you very much that that's all i need tonight.,okay thank you very much that that is all i need tonight.,okay thank you very much that that is all i need #,okay thank you very much that that is all i need,"['okay', 'thank', 'you', 'very', 'much', 'that', 'that', 'is', 'all', 'i', 'need']","['okay', 'thank', 'you', 'very', 'much', 'that', 'that', 'is', 'all', 'i', 'need']","['okay', 'thank', 'you', 'veri', 'much', 'that', 'that', 'is', 'all', 'i', 'need']","['okay', 'thank', 'you', 'very', 'much', 'that', 'that', 'be', 'all', 'i', 'need']","['okay', 'thank', 'much', 'need']","['okay', 'thank', 'much', 'need']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,Alright perfect is there anything else I can assist today.,164,165,alright perfect is there anything else i can assist today.,alright perfect is there anything else i can assist today.,alright perfect is there anything else i can assist today.,alright perfect is there anything else i can assist #,alright perfect is there anything else i can assist,"['alright', 'perfect', 'is', 'there', 'anything', 'else', 'i', 'can', 'assist']","['alright', 'perfect', 'is', 'there', 'anything', 'else', 'i', 'can', 'assist']","['alright', 'perfect', 'is', 'there', 'anyth', 'els', 'i', 'can', 'assist']","['alright', 'perfect', 'be', 'there', 'anything', 'else', 'i', 'can', 'assist']","['alright', 'perfect', 'anything', 'else', 'assist']","['alright', 'perfect', 'anything', 'else', 'assist']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,no thats all  thanks Matthew,166,170,no thats all  thanks matthew,no thats all  thanks matthew,no thats all  thanks matthew,no thats all  thanks matthew,no thats all  thanks matthew,"['no', 'thats', 'all', 'thanks', 'matthew']","['no', 'thats', 'all', 'thanks', 'matthew']","['no', 'that', 'all', 'thank', 'matthew']","['no', 'thats', 'all', 'thank', 'matthew']","['thats', 'thanks', 'matthew']","['thats', 'thank', 'matthew']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,Okay and thank you for calling Australia post laod and go support I hope you have a great vacation,171,175,okay and thank you for calling australia post laod and go support i hope you have a great vacation,okay and thank you for calling australia post laod and go support i hope you have a great vacation,okay and thank you for calling australia post laod and go support i hope you have a great vacation,okay and thank you for calling australia post laod and go support i hope you have a great vacation,okay and thank you for calling australia post laod and go support i hope you have a great vacation,"['okay', 'and', 'thank', 'you', 'for', 'calling', 'australia', 'post', 'laod', 'and', 'go', 'support', 'i', 'hope', 'you', 'have', 'a', 'great', 'vacation']","['okay', 'and', 'thank', 'you', 'for', 'calling', 'australia', 'post', 'land', 'and', 'go', 'support', 'i', 'hope', 'you', 'have', 'a', 'great', 'vacation']","['okay', 'and', 'thank', 'you', 'for', 'call', 'australia', 'post', 'land', 'and', 'go', 'support', 'i', 'hope', 'you', 'have', 'a', 'great', 'vacat']","['okay', 'and', 'thank', 'you', 'for', 'call', 'australia', 'post', 'land', 'and', 'go', 'support', 'i', 'hope', 'you', 'have', 'a', 'great', 'vacation']","['okay', 'thank', 'calling', 'australia', 'post', 'land', 'go', 'support', 'hope', 'great', 'vacation']","['okay', 'thank', 'call', 'australia', 'post', 'land', 'go', 'support', 'hope', 'great', 'vacation']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,Thank you you too bye-bye.,179,183,thank you you too bye-bye.,thank you you too bye bye.,thank you you too bye bye.,thank you you too bye #,thank you you too bye,"['thank', 'you', 'you', 'too', 'bye']","['thank', 'you', 'you', 'too', 'bye']","['thank', 'you', 'you', 'too', 'bye']","['thank', 'you', 'you', 'too', 'bye']","['thank', 'bye']","['thank', 'bye']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,1,Alright thanks bye.,184,187,alright thanks bye.,alright thanks bye.,alright thanks bye.,alright thanks #,alright thanks,"['alright', 'thanks']","['alright', 'thanks']","['alright', 'thank']","['alright', 'thank']","['alright', 'thanks']","['alright', 'thank']"
98ab1690-2e88-11e9-9291-4154e7eb25f4,2,Yeah,188,190,yeah,yeah,yeah,yeah,yeah,['yeah'],['yeah'],['yeah'],['yeah'],['yeah'],['yeah']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,But my thing.,1,2,but my thing.,but my thing.,but my thing.,but my #,but my,"['but', 'my']","['but', 'my']","['but', 'my']","['but', 'my']",[],[]
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Welcome to australia post load and go support this is Matthew. ,3,5,welcome to australia post load and go support this is matthew. ,welcome to australia post load and go support this is matthew. ,welcome to australia post load and go support this is matthew. ,welcome to australia post load and go support this is # ,welcome to australia post load and go support this is,"['welcome', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'this', 'is']","['welcome', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'this', 'is']","['welcom', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'thi', 'is']","['welcome', 'to', 'australia', 'post', 'load', 'and', 'go', 'support', 'this', 'be']","['welcome', 'australia', 'post', 'load', 'go', 'support']","['welcome', 'australia', 'post', 'load', 'go', 'support']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,May I Please have your card ID number,6,7,may i please have your card id number,may i please have your card id number,may i please have your card id number,# i please have your card id number,i please have your card id number,"['i', 'please', 'have', 'your', 'card', 'id', 'number']","['i', 'please', 'have', 'your', 'card', 'id', 'number']","['i', 'pleas', 'have', 'your', 'card', 'id', 'number']","['i', 'please', 'have', 'your', 'card', 'id', 'number']","['please', 'card', 'id', 'number']","['please', 'card', 'id', 'number']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Thank you.,35,38,thank you.,thank you.,thank you.,thank #,thank,['thank'],['thank'],['thank'],['thank'],['thank'],['thank']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Alright can I get your name please.,39,40,alright can i get your name please.,alright can i get your name please.,alright can i get your name please.,alright can i get your name #,alright can i get your name,"['alright', 'can', 'i', 'get', 'your', 'name']","['alright', 'can', 'i', 'get', 'your', 'name']","['alright', 'can', 'i', 'get', 'your', 'name']","['alright', 'can', 'i', 'get', 'your', 'name']","['alright', 'get', 'name']","['alright', 'get', 'name']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Thank you Kela can i have your access code please.,47,48,thank you kela can i have your access code please.,thank you kela can i have your access code please.,thank you kela can i have your access code please.,thank you kela can i have your access code #,thank you kela can i have your access code,"['thank', 'you', 'kela', 'can', 'i', 'have', 'your', 'access', 'code']","['thank', 'you', 'hela', 'can', 'i', 'have', 'your', 'access', 'code']","['thank', 'you', 'hela', 'can', 'i', 'have', 'your', 'access', 'code']","['thank', 'you', 'hela', 'can', 'i', 'have', 'your', 'access', 'code']","['thank', 'hela', 'access', 'code']","['thank', 'hela', 'access', 'code']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,zero zero ,49,52,zero zero ,zero zero ,zero zero ,zero zero ,zero zero,"['zero', 'zero']","['zero', 'zero']","['zero', 'zero']","['zero', 'zero']","['zero', 'zero']","['zero', 'zero']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Sorry of the.,55,59,sorry of the.,sorry of the.,sorry of the.,sorry of #,sorry of,"['sorry', 'of']","['sorry', 'of']","['sorri', 'of']","['sorry', 'of']",['sorry'],['sorry']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Sorry that's not correct.,60,65,sorry that's not correct.,sorry that's not correct.,sorry that is not correct.,sorry that is not #,sorry that is not,"['sorry', 'that', 'is', 'not']","['sorry', 'that', 'is', 'not']","['sorri', 'that', 'is', 'not']","['sorry', 'that', 'be', 'not']",['sorry'],['sorry']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,Oh cant remember it then.,66,70,oh cant remember it then.,oh cant remember it then.,oh cant remember it then.,oh cant remember it #,oh cant remember it,"['oh', 'cant', 'remember', 'it']","['oh', 'cant', 'remember', 'it']","['oh', 'cant', 'rememb', 'it']","['oh', 'cant', 'remember', 'it']","['oh', 'cant', 'remember']","['oh', 'cant', 'remember']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Okay can you.,71,73,okay can you.,okay can you.,okay can you.,okay can #,okay can,"['okay', 'can']","['okay', 'can']","['okay', 'can']","['okay', 'can']",['okay'],['okay']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Can you confirm your date of birth first please,80,81,can you confirm your date of birth first please,can you confirm your date of birth first please,can you confirm your date of birth first please,can you confirm your date of birth first please,can you confirm your date of birth first please,"['can', 'you', 'confirm', 'your', 'date', 'of', 'birth', 'first', 'please']","['can', 'you', 'confirm', 'your', 'date', 'of', 'birth', 'first', 'please']","['can', 'you', 'confirm', 'your', 'date', 'of', 'birth', 'first', 'pleas']","['can', 'you', 'confirm', 'your', 'date', 'of', 'birth', 'first', 'please']","['confirm', 'date', 'birth', 'first', 'please']","['confirm', 'date', 'birth', 'first', 'please']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,Instead of February 2000.,82,85,instead of february 2000.,instead of february 2000.,instead of february 2000.,instead of # ##,instead of,"['instead', 'of']","['instead', 'of']","['instead', 'of']","['instead', 'of']",['instead'],['instead']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Thank you.,86,88,thank you.,thank you.,thank you.,thank #,thank,['thank'],['thank'],['thank'],['thank'],['thank'],['thank']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,The address we have for you on file,95,100,the address we have for you on file,the address we have for you on file,the address we have for you on file,the address we have for you on file,the address we have for you on file,"['the', 'address', 'we', 'have', 'for', 'you', 'on', 'file']","['the', 'address', 'we', 'have', 'for', 'you', 'on', 'file']","['the', 'address', 'we', 'have', 'for', 'you', 'on', 'file']","['the', 'address', 'we', 'have', 'for', 'you', 'on', 'file']","['address', 'file']","['address', 'file']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,12 Boston St.,101,103,12 boston st.,12 boston st.,12 boston st.,# boston #,boston,['boston'],['boston'],['boston'],['boston'],['boston'],['boston']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,Fund way.,104,108,fund way.,fund way.,fund way.,fund #,fund,['fund'],['fund'],['fund'],['fund'],['fund'],['fund']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Thank you.,109,113,thank you.,thank you.,thank you.,thank #,thank,['thank'],['thank'],['thank'],['thank'],['thank'],['thank']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,And your mobile phone number.,114,115,and your mobile phone number.,and your mobile phone number.,and your mobile phone number.,and your mobile phone #,and your mobile phone,"['and', 'your', 'mobile', 'phone']","['and', 'your', 'mobile', 'phone']","['and', 'your', 'mobil', 'phone']","['and', 'your', 'mobile', 'phone']","['mobile', 'phone']","['mobile', 'phone']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,right,124,129,right,right,right,right,right,['right'],['right'],['right'],['right'],['right'],['right']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,So we're sending the access code to that number for future interactions and references.,136,137,so we're sending the access code to that number for future interactions and references.,so we're sending the access code to that number for future interactions and references.,so we are sending the access code to that number for future interactions and references.,so we are sending the access code to that number for future interactions and #,so we are sending the access code to that number for future interactions and,"['so', 'we', 'are', 'sending', 'the', 'access', 'code', 'to', 'that', 'number', 'for', 'future', 'interactions', 'and']","['so', 'we', 'are', 'sending', 'the', 'access', 'code', 'to', 'that', 'number', 'for', 'future', 'interactions', 'and']","['so', 'we', 'are', 'send', 'the', 'access', 'code', 'to', 'that', 'number', 'for', 'futur', 'interact', 'and']","['so', 'we', 'be', 'send', 'the', 'access', 'code', 'to', 'that', 'number', 'for', 'future', 'interactions', 'and']","['sending', 'access', 'code', 'number', 'future', 'interactions']","['send', 'access', 'code', 'number', 'future', 'interactions']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,You should receive it within the next 30 seconds or so.,138,140,you should receive it within the next 30 seconds or so.,you should receive it within the next 30 seconds or so.,you should receive it within the next 30 seconds or so.,you should receive it within the next # seconds or #,you should receive it within the next  seconds or,"['you', 'should', 'receive', 'it', 'within', 'the', 'next', 'seconds', 'or']","['you', 'should', 'receive', 'it', 'within', 'the', 'next', 'seconds', 'or']","['you', 'should', 'receiv', 'it', 'within', 'the', 'next', 'second', 'or']","['you', 'should', 'receive', 'it', 'within', 'the', 'next', 'second', 'or']","['receive', 'within', 'next', 'seconds']","['receive', 'within', 'next', 'second']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,But since you've already confirmed these details.,141,142,but since you've already confirmed these details.,but since you've already confirmed these details.,but since you have already confirmed these details.,but since you have already confirmed these #,but since you have already confirmed these,"['but', 'since', 'you', 'have', 'already', 'confirmed', 'these']","['but', 'since', 'you', 'have', 'already', 'confirmed', 'these']","['but', 'sinc', 'you', 'have', 'alreadi', 'confirm', 'these']","['but', 'since', 'you', 'have', 'already', 'confirm', 'these']","['since', 'already', 'confirmed']","['since', 'already', 'confirm']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,How can I assist you today.,143,146,how can i assist you today.,how can i assist you today.,how can i assist you today.,how can i assist you #,how can i assist you,"['how', 'can', 'i', 'assist', 'you']","['how', 'can', 'i', 'assist', 'you']","['how', 'can', 'i', 'assist', 'you']","['how', 'can', 'i', 'assist', 'you']",['assist'],['assist']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,Alright when I set the card up.,147,148,alright when i set the card up.,alright when i set the card up.,alright when i set the card up.,alright when i set the card #,alright when i set the card,"['alright', 'when', 'i', 'set', 'the', 'card']","['alright', 'when', 'i', 'set', 'the', 'card']","['alright', 'when', 'i', 'set', 'the', 'card']","['alright', 'when', 'i', 'set', 'the', 'card']","['alright', 'set', 'card']","['alright', 'set', 'card']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,Apparently I made a memorable word.,149,154,apparently i made a memorable word.,apparently i made a memorable word.,apparently i made a memorable word.,apparently i made a memorable #,apparently i made a memorable,"['apparently', 'i', 'made', 'a', 'memorable']","['apparently', 'i', 'made', 'a', 'memorable']","['appar', 'i', 'made', 'a', 'memor']","['apparently', 'i', 'make', 'a', 'memorable']","['apparently', 'made', 'memorable']","['apparently', 'make', 'memorable']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,And obviously I've forgotten the memorable word.,155,156,and obviously i've forgotten the memorable word.,and obviously i've forgotten the memorable word.,and obviously i have forgotten the memorable word.,and obviously i have forgotten the memorable #,and obviously i have forgotten the memorable,"['and', 'obviously', 'i', 'have', 'forgotten', 'the', 'memorable']","['and', 'obviously', 'i', 'have', 'forgotten', 'the', 'memorable']","['and', 'obvious', 'i', 'have', 'forgotten', 'the', 'memor']","['and', 'obviously', 'i', 'have', 'forget', 'the', 'memorable']","['obviously', 'forgotten', 'memorable']","['obviously', 'forget', 'memorable']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,1,Sorry I locked out my card.,157,161,sorry i locked out my card.,sorry i locked out my card.,sorry i locked out my card.,sorry i locked out my #,sorry i locked out my,"['sorry', 'i', 'locked', 'out', 'my']","['sorry', 'i', 'locked', 'out', 'my']","['sorri', 'i', 'lock', 'out', 'my']","['sorry', 'i', 'lock', 'out', 'my']","['sorry', 'locked']","['sorry', 'lock']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,We don't actually have that as an available feature anymore if you're still trying to log in to the old log in page you won't be able to log in if you wanted to manage your account online.,168,170,we don't actually have that as an available feature anymore if you're still trying to log in to the old log in page you won't be able to log in if you wanted to manage your account online.,we don't actually have that as an available feature anymore if you're still trying to log in to the old log in page you won't be able to log in if you wanted to manage your account online.,we do not actually have that as an available feature anymore if you are still trying to log in to the old log in page you will not be able to log in if you wanted to manage your account online.,we do not actually have that as an available feature anymore if you are still trying to log in to the old log in page you will not be able to log in if you wanted to manage your account #,we do not actually have that as an available feature anymore if you are still trying to log in to the old log in page you will not be able to log in if you wanted to manage your account,"['we', 'do', 'not', 'actually', 'have', 'that', 'as', 'an', 'available', 'feature', 'anymore', 'if', 'you', 'are', 'still', 'trying', 'to', 'log', 'in', 'to', 'the', 'old', 'log', 'in', 'page', 'you', 'will', 'not', 'be', 'able', 'to', 'log', 'in', 'if', 'you', 'wanted', 'to', 'manage', 'your', 'account']","['we', 'do', 'not', 'actually', 'have', 'that', 'as', 'an', 'available', 'feature', 'anymore', 'if', 'you', 'are', 'still', 'trying', 'to', 'log', 'in', 'to', 'the', 'old', 'log', 'in', 'page', 'you', 'will', 'not', 'be', 'able', 'to', 'log', 'in', 'if', 'you', 'wanted', 'to', 'manage', 'your', 'account']","['we', 'do', 'not', 'actual', 'have', 'that', 'as', 'an', 'avail', 'featur', 'anymor', 'if', 'you', 'are', 'still', 'tri', 'to', 'log', 'in', 'to', 'the', 'old', 'log', 'in', 'page', 'you', 'will', 'not', 'be', 'abl', 'to', 'log', 'in', 'if', 'you', 'want', 'to', 'manag', 'your', 'account']","['we', 'do', 'not', 'actually', 'have', 'that', 'as', 'an', 'available', 'feature', 'anymore', 'if', 'you', 'be', 'still', 'try', 'to', 'log', 'in', 'to', 'the', 'old', 'log', 'in', 'page', 'you', 'will', 'not', 'be', 'able', 'to', 'log', 'in', 'if', 'you', 'want', 'to', 'manage', 'your', 'account']","['actually', 'available', 'feature', 'anymore', 'still', 'trying', 'log', 'old', 'log', 'page', 'able', 'log', 'wanted', 'manage', 'account']","['actually', 'available', 'feature', 'anymore', 'still', 'try', 'log', 'old', 'log', 'page', 'able', 'log', 'want', 'manage', 'account']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,We you would want to create an account for auspost dot com dot.,171,175,we you would want to create an account for auspost dot com dot.,we you would want to create an account for auspost dot com dot.,we you would want to create an account for auspost dot com dot.,we you would want to create an account for # #,we you would want to create an account for,"['we', 'you', 'would', 'want', 'to', 'create', 'an', 'account', 'for']","['we', 'you', 'would', 'want', 'to', 'create', 'an', 'account', 'for']","['we', 'you', 'would', 'want', 'to', 'creat', 'an', 'account', 'for']","['we', 'you', 'would', 'want', 'to', 'create', 'an', 'account', 'for']","['would', 'want', 'create', 'account']","['would', 'want', 'create', 'account']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,A You.,176,178,a you.,a you.,a you.,a #,a,['a'],['a'],['a'],['a'],[],[]
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,It's absolutely free.,179,183,it's absolutely free.,it's absolutely free.,it is absolutely free.,it is absolutely #,it is absolutely,"['it', 'is', 'absolutely']","['it', 'is', 'absolutely']","['it', 'is', 'absolut']","['it', 'be', 'absolutely']",['absolutely'],['absolutely']
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,And basically just go on to the site and create an account.,184,188,and basically just go on to the site and create an account.,and basically just go on to the site and create an account.,and basically just go on to the site and create an account.,and basically just go on to the site and create an #,and basically just go on to the site and create an,"['and', 'basically', 'just', 'go', 'on', 'to', 'the', 'site', 'and', 'create', 'an']","['and', 'basically', 'just', 'go', 'on', 'to', 'the', 'site', 'and', 'create', 'an']","['and', 'basic', 'just', 'go', 'on', 'to', 'the', 'site', 'and', 'creat', 'an']","['and', 'basically', 'just', 'go', 'on', 'to', 'the', 'site', 'and', 'create', 'an']","['basically', 'go', 'site', 'create']","['basically', 'go', 'site', 'create']"
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,From there.,189,192,from there.,from there.,from there.,from #,from,['from'],['from'],['from'],['from'],[],[]
98b01fa0-2e88-11e9-9291-4154e7eb25f4,2,Once it's active.,193,197,once it's active.,once it's active.,once it is active.,once it is #,once it is,"['once', 'it', 'is']","['once', 'it', 'is']","['onc', 'it', 'is']","['once', 'it', 'be']",[],[]
